SiteID,StreamName,ProgID,Landmark,Type,Tags,SegID,ADBCode,ADBSegName,EcoRegionDesig,County,MajorBasin,DrainageArea,ThermalClass,HUC12,UTMNorth,UTMEast,LatDD,LonDD,IsRiffle,IsPublicLand,CurrentStatus
1,White Fox Creek,,Webster City,Wadeable,,1261,IA 04-UDM-0220_1,White Fox Creek,47b,Hamilton,Mississippi,75.546,Warm Water,huc071000050503,4709572,435296,42.53582,-93.78792,Yes,False,Reference Site
2,Little Beaver Creek,,Woodward,Wadeable,,1237,IA 04-UDM-0124_0,Little Beaver Creek,47b,Dallas,Mississippi,33.867,Warm Water,huc071000040908,4632091,419649,41.83663,-93.96773,Yes,False,Reference Site
3,Crane Creek,,Lourdes,Wadeable,,212,IA 01-TRK-0440_3,Crane Creek,47c,Howard,Mississippi,69.571,Warm Water,huc070600040102,4790037,555897,43.26106,-92.31129,No,False,Reference Site
4,Buck Creek,,Barnes City,Wadeable,Headwater Reference Study,873,IA 03-NSK-0042_0,Buck Creek,47f,Mahaska,Mississippi,37.176,Warm Water,huc070801060401,4593813,532838,41.49526,-92.60658,N/A,False,Reference Site
5,Old Mans Creek,,Williamstown,Wadeable,,686,IA 02-IOW-0150_2,Old Mans Creek,47f,Johnson,Mississippi,137.824,Warm Water,huc070802090205,4606634,607549,41.60417,-91.70935,N/A,False,Candidate Reference Site
6,West Nishnabotna River,,Shelby Co. Upper Nish Hab Area,Wadeable,,1446,IA 05-NSH-0090_3,West Nishnabotna River,47e,Shelby,Missouri,86.14,Warm Water,huc102400020203,4630098,318247,41.80192,-95.18778,N/A,False,Reference Site
7,Beaver Creek,,Beaver,Wadeable,,1235,IA 04-UDM-0120_0,Beaver Creek,47b,Boone,Mississippi,38.871,Warm Water,huc071000040905,4654571,405185,42.03746,-94.14552,Undetermined,False,Survey Site
8,North Branch North River,,Goeldner Woods,Wadeable,,1106,IA 04-LDM-0315_0,North Branch North River,47f,Madison,Mississippi,39.724,Warm Water,huc071000080202,4589665,410541,41.45358,-94.07107,N/A,False,Reference Site
9,West Nishnabotna River,,Kirkman,Wadeable,,1445,IA 05-NSH-0090_2,West Nishnabotna River,47e,Shelby,Missouri,141.228,Warm Water,huc102400020208,4625714,312359,41.76109,-95.25722,N/A,False,Survey Site
10,North Cedar Creek,,Public Access Area- Sny Magill,Wadeable,2011 Nutrient (CW),431,IA 01-YEL-0040_0,North Cedar Creek,52b,Clayton,Mississippi,5.06,Cold Water,huc070600030701,4758169,644416,42.96247,-91.2293,N/A,True,Reference Site
11,Wapsipinicon River,,Twin Ponds Park,Wadeable,,350,IA 01-WPS-0030_1,Wapsipinicon River,47c,Chickasaw,Mississippi,161.926,Warm Water,huc070801020204,4762387,549686,43.01253,-92.39029,No,True,Reference Site
12,Crane Creek,,Jerico,Wadeable,,211,IA 01-TRK-0440_2,Crane Creek,47c,Chickasaw,Mississippi,90.207,Warm Water,huc070600040102,4784727,558665,43.21304,-92.27775,Undetermined,True,Survey Site
13,Paint Creek,,Yellow River State Forest,Wadeable,,226,IA 01-UIA-0010_1,Paint Creek,52b,Allamakee,Mississippi,73.764,Warm Water,huc070600010802,4781475,644714,43.17218,-91.21958,N/A,True,Reference Site
14,North Bear Creek,,North Bear Creek Public Access,Wadeable,,255,IA 01-UIA-0190_0,North Bear Creek,52b,Winneshiek,Mississippi,31.743,Cold Water,huc070600020501,4811811,611653,43.45087,-91.62003,N/A,True,Rejected Reference Site
15,Jordan Creek,,Macedonia,Wadeable,,1459,IA 05-NSH-0133_0,Jordan Creek,47e,Pottawattamie,Missouri,31.335,Warm Water,huc102400020301,4562376,301077,41.18832,-95.37194,N/A,False,Reference Site
16,East Branch West Nishnabotna River,,Avoca,Wadeable,,1823,IA 05-NSH-0140_1,East Branch West Nishnabotna River,47e,Shelby,Missouri,199.262,Warm Water,huc102400020106,4599293,307724,41.5222,-95.30444,N/A,False,Reference Site
17,Howerdon Creek,,Winterset,Wadeable,,1110,IA 04-LDM-0318_0,Howerdon Creek,47f,Madison,Mississippi,14.007,Warm Water,huc071000080303,4579335,407161,41.36017,-94.10994,N/A,False,Reference Site
18,Coldwater Creek,,Coldwater Creek SWMA - Bluffton,Wadeable,2011 Nutrient (CW),280,IA 01-UIA-0390_0,Unnamed Creek (aka Cold Water Cr.),52b,Winneshiek,Mississippi,22.366,Cold Water,huc070600020204,4810210,584252,43.44005,-91.95888,N/A,True,Reference Site
19,Middle Bear Creek,,Highlandville,Wadeable,,256,IA 01-UIA-0200_0,Middle Bear Creek,52b,Winneshiek,Mississippi,4.59,Cold Water,huc070600020501,4814559,609590,43.47592,-91.64497,N/A,False,Rejected Reference Site
20,Maynes Creek,,Mallory Co. Park- Hampton,Wadeable,,808,IA 02-WFC-0040_0,Maynes Creek,47b,Franklin,Mississippi,35.041,Warm Water,huc070802040502,4723382,481090,42.66267,-93.23074,Yes,True,Reference Site
21,South Fork Iowa River,,Logsdon Co Park- Iowa Falls,Wadeable,,748,IA 02-IOW-0280_2,South Fork Iowa River,47b,Hardin,Mississippi,120.775,Warm Water,huc070802070603,4692585,478397,42.38525,-93.26243,Yes,True,Reference Site
22,Lytle Creek,,Zwingle,Wadeable,,95,IA 01-NMQ-0050_1,Lytle Creek,47f,Dubuque,Mississippi,57.258,Warm Water,huc070600060705,4687756,684182,42.32027,-90.76486,N/A,False,Reference Site
23,Catfish Creek,,Swiss Valley Park,Wadeable,,126,IA 01-TRK-0100_3,Catfish Creek,52b,Dubuque,Mississippi,12.137,Cold Water,huc070600050102,4698595,683917,42.41787,-90.76461,N/A,True,Rejected Reference Site
24,Waterman Creek,,Whitrock Indian Village-Sutherland,Wadeable,,1620,IA 06-LSR-0200_0,Waterman Creek,47a,Obrien,Missouri,123.115,Warm Water,huc102300031004,4761372,302029,42.97925,-95.42797,N/A,False,Reference Site
25,Willow Creek,,Quimby,Wadeable,,1611,IA 06-LSR-0150_0,Willow Creek,47a,Cherokee,Missouri,32.307,Warm Water,huc102300031405,4724571,275821,42.64096,-95.73442,N/A,False,Reference Site
26,Bear Creek,,Shellsburg,Wadeable,,517,IA 02-CED-0231_0,Bear Creek,47c,Benton,Mississippi,51.848,Warm Water,huc070802051204,4662434,590138,42.10882,-91.90975,No,False,Reference Site
27,Rock Creek,,Tipton,Wadeable,,493,IA 02-CED-0180_1,Rock Creek,47f,Cedar,Mississippi,55.245,Warm Water,huc070802060302,4621628,653777,41.73159,-91.15097,N/A,False,Reference Site
28,Burr Oak Creek,US,Osage,Wadeable,,581,IA 02-CED-0490_2,Burr Oak Creek,47c,Mitchell,Mississippi,20.668,Cold Water,huc070802010801,4796682,521391,43.32267,-92.73617,Yes,False,Rejected Reference Site
29,Deer Creek,,Carpenter - 1 mile NW,Wadeable,,591,IA 02-CED-0540_1,Deer Creek,47c,Mitchell,Mississippi,90.416,Warm Water,huc070802010403,4807924,498185,43.4242,-93.02242,Yes,False,Reference Site
30,Winnebago River,,Lande Access-Lake Mills,Wadeable,Upper Winnebago Watershed Study,831,IA 02-WIN-0020_2,Winnebago River,47b,Winnebago,Mississippi,112.49,Warm Water,huc070802030104,4809165,451759,43.43382,-93.59606,No,True,Reference Site
31,Willow Creek,,Willow Creek Wildlife Area - Hanlontown,Wadeable,Headwater Reference Study,848,IA 02-WIN-0073_0,Willow Creek,47b,Worth,Mississippi,20.479,Warm Water,huc070802030302,4791602,471276,43.27668,-93.35399,Yes,True,Reference Site
32,Buttrick Creek,,Waters County WA - Grand Junction,Wadeable,,1149,IA 04-RAC-0060_0,Buttrick Creek,47b,Greene,Mississippi,200.574,Warm Water,huc071000061204,4653682,392390,42.02781,-94.29991,No,True,Reference Site
33,West Buttrick Creek,,near Spring Lake Park,Wadeable,,1151,IA 04-RAC-0080_0,West Branch Buttrick Creek,47b,Greene,Mississippi,113.654,Warm Water,huc071000061203,4658370,393572,42.07018,-94.28649,Yes,False,Reference Site
34,Big Muddy Creek,,Spencer,Wadeable,,1637,IA 06-LSR-0247_0,Big Muddy Creek,47b,Clay,Missouri,63.018,Warm Water,huc102300030603,4783311,331629,43.18381,-95.07184,No,False,Reference Site
35,Floyd River,,Sheldon Well Field,Wadeable,,1554,IA 06-FLO-0020_2,Floyd River,47a,Obrien,Missouri,65.242,Warm Water,huc102300020303,4786958,269554,43.20024,-95.83642,N/A,False,Rejected Candidate Reference Site
36,Richland Creek,,Haven,Wadeable,,718,IA 02-IOW-0205_1,Richland Creek,47f,Tama,Mississippi,56.09,Warm Water,huc070802080701,4638743,543601,41.89942,-92.47435,N/A,False,Reference Site
37,Long Creek,,DeKalb SWA - Van Wert,Wadeable,,1364,IA 05-GRA-0120_0,Long Creek,40a,Decatur,Missouri,97.41,Warm Water,huc102801020304,4520856,427729,40.83555,-93.85719,N/A,True,Reference Site
38,South Skunk River,,Ames,Wadeable,,934,IA 03-SSK-0030_2,South Skunk River,47b,Story,Mississippi,254.266,Warm Water,huc070801050406,4661888,452977,42.10767,-93.56874,No,False,Reference Site
39,Volga River,,Maynard - Twin Bridges County Park,Wadeable,,296,IA 01-VOL-0020_3,Volga River,47c,Fayette,Mississippi,53.844,Warm Water,huc070600040504,4741342,591161,42.81921,-91.88484,Yes,False,Reference Site
40,Little Maquoketa River,,Twin Springs Road - Dubuque,Wadeable,,131,IA 01-TRK-0140_1,Little Maquoketa River,52b,Dubuque,Mississippi,45.96,Warm Water,huc070600030603,4709357,677940,42.51612,-90.83387,N/A,True,Reference Site
41,Buffington Creek,,Columbus City,Wadeable,Headwater Reference Study,662,IA 02-IOW-00903_1,Buffington Creek,47f,Louisa,Mississippi,29.222,Warm Water,huc070802090904,4562750,634226,41.205,-91.39905,N/A,False,Reference Site
42,Long Creek,,Columbus Junction,Wadeable,,660,IA 02-IOW-0090_2,Long Creek,47f,Louisa,Mississippi,133.366,Warm Water,huc070802090906,4563176,636503,41.20845,-91.37181,N/A,False,Reference Site
43,South Whitebreast Creek,,Weldon,Wadeable,Headwater Reference Study,1061,IA 04-LDM-0212_0,South White Breast Creek,40a,Clarke,Mississippi,38.985,Warm Water,huc071000081301,4535156,448401,40.96592,-93.61321,N/A,True,Candidate Reference Site
44,East Fork Wapsipinicon River,,New Hampton,Wadeable,Headwater Reference Study,412,IA 01-WPS-0190_6,East Fork Wapsipinicon River,47c,Chickasaw,Mississippi,11.111,Warm Water,huc070801020301,4776733,550898,43.14163,-92.3741,No,False,Reference Site
45,Little Cedar River,,Colwell Co Park,Wadeable,,576,IA 02-CED-0470_3,Little Cedar River,47c,Floyd,Mississippi,246.838,Warm Water,huc070802010902,4777793,528952,43.15233,-92.64391,Yes,True,Reference Site
46,West Branch 102 River,,New Market,Wadeable,,1480,IA 05-PLA-0040_1,West Branch One Hundred And Two River,47f,Taylor,Missouri,122.64,Warm Water,huc102400130203,4510187,344162,40.72787,-94.84535,N/A,False,Rejected Candidate Reference Site
47,West Tarkio Creek,,Shenandoah,Wadeable,,1497,IA 05-TAR-0020_0,West Tarkio Creek,47e,Page,Missouri,52.942,Warm Water,huc102400050502,4511115,307050,40.72836,-95.2848,N/A,False,Survey Site
48,French Creek,,French Creek SWMA - Waukon,Wadeable,,248,IA 01-UIA-0140_0,French Creek,52b,Allamakee,Mississippi,9.978,Cold Water,huc070600020604,4803949,629827,43.37718,-91.39736,N/A,True,Reference Site
49,Trout River,,Trout River Public Area - Decorah,Wadeable,,268,IA 01-UIA-0290_0,Smith Creek (aka Trout River),52b,Winneshiek,Mississippi,8.795,Cold Water,huc070600020406,4790788,608124,43.26214,-91.66779,N/A,True,Rejected Reference Site
50,Little Waterman Creek,,Waterman Creek SWMA - Hartley,Wadeable,Headwater Reference Study,1621,IA 06-LSR-0202_0,Little Waterman Creek,47a,Obrien,Missouri,17.082,Warm Water,huc102300031001,4772539,299824,43.07914,-95.459,N/A,True,Reference Site
51,Mosquito Creek,,Panora,Wadeable,,1200,IA 04-RAC-0240_0,Mosquito Creek,47b,Dallas,Mississippi,77.11,Warm Water,huc071000070502,4616027,395080,41.6891,-94.26075,No,False,Reference Site
52,Bailey Creek,,Ingrebretsen Co Park - Sheffield,Wadeable,,820,IA 02-WFC-0110_0,Bailey Creek,47c,Franklin,Mississippi,76.963,Warm Water,huc070802040102,4750047,478559,42.90273,-93.26263,Yes,True,Reference Site
53,Coldwater Creek,,Greene,Wadeable,,789,IA 02-SHL-0023_0,Coldwater Creek,47c,Butler,Mississippi,62.96,Warm Water,huc070802020403,4744275,518251,42.85083,-92.77662,No,False,Reference Site
54,South Beaver Creek,,Parkersburg,Wadeable,,561,IA 02-CED-0430_1,South Beaver Creek,47c,Grundy,Mississippi,115.55,Warm Water,huc070802050103,4711413,515066,42.55496,-92.81647,No,False,Reference Site
55,Black Hawk Creek,,Popp County Access - Hudson,Wadeable,,546,IA 02-CED-0370_2,Black Hawk Creek,47c,Black Hawk,Mississippi,295.059,Warm Water,huc070802050601,4693695,542234,42.39439,-92.48685,No,True,Reference Site
56,Bear Creek,,Buchanan Co Park- Brandon,Wadeable,,523,IA 02-CED-0260_0,Bear Creek,47c,Buchanan,Mississippi,44.064,Warm Water,huc070802051004,4683858,585843,42.30222,-91.95853,Yes,True,Reference Site
57,Rock Creek,,Rock Creek,Wadeable,,586,IA 02-CED-0510_2,Rock Creek,47c,Mitchell,Mississippi,45.65,Warm Water,huc070802010604,4786909,507218,43.23494,-92.9111,Yes,False,Reference Site
58,Wapsipinicon River,,Wapsipinicon SWMA - McIntire,Wadeable,,354,IA 01-WPS-0030_5,Wapsipinicon River,47c,Mitchell,Mississippi,21.779,Cold Water,huc070801020201,4812296,529883,43.46297,-92.63058,No,True,Rejected Candidate Reference Site
59,Prairie Creek,,Dolliver State Park- Lehigh,Wadeable,,1796,IA 04-UDM-0280_1,Prairie Creek,47b,Webster,Mississippi,33.963,Warm Water,huc071000040603,4693533,411179,42.38901,-94.07908,Yes,True,Reference Site
60,Lotts Creek,,Ringgold SWMA - Lamoni,Wadeable,,1376,IA 05-GRA-0170_0,Lotts Creek,40a,Ringgold,Missouri,61.068,Warm Water,huc102801010405,4493004,402859,40.58212,-94.14781,N/A,True,Reference Site
61,Buffalo Creek,,Central City,Wadeable,,374,IA 01-WPS-0110_2,Buffalo Creek,47c,Linn,Mississippi,184.811,Warm Water,huc070801020906,4673781,628285,42.20567,-91.44599,Yes,False,Reference Site
62,Little Sioux River,,Lake Park- Diamond Lake,Wadeable,,1579,IA 06-LSR-0040_3,Little Sioux River,47b,Dickinson,Missouri,109.189,Warm Water,huc102300030304,4816931,321325,43.48395,-95.20949,No,True,Reference Site
63,Little Sioux River,,Horseshoe Bend Co Park- Milford,Wadeable,,1578,IA 06-LSR-0040_2,Little Sioux River,47b,Dickinson,Missouri,333.393,Warm Water,huc102300030305,4796596,321059,43.30092,-95.20613,Yes,True,Reference Site
64,Little Rock River,,Little Rock CWA- George,Wadeable,,1799,IA 06-BSR-0060_2,Little Rock River,47a,Lyon,Missouri,179.83,Warm Water,huc101702040604,4802951,260302,43.34118,-95.95711,N/A,True,Reference Site
65,Pilot Branch,,Stennett,Wadeable,Headwater Reference Study,1424,IA 05-NSH-0039_0,Pilot Branch,47e,Montgomery,Missouri,6.51,Warm Water,huc102400030603,4551499,316037,41.09395,-95.19043,N/A,False,Reference Site
66,Lizard Creek,,Clare,Wadeable,,1278,IA 04-UDM-0300_1,Lizard Creek,47b,Webster,Mississippi,252.236,Warm Water,huc071000040303,4710756,389554,42.5413,-94.34505,Yes,False,Reference Site
67,Mud Creek,DS,Wilton - Northstar Steel,Wadeable,,488,IA 02-CED-0160_0,Mud Creek,47f,Muscatine,Mississippi,104.14,Warm Water,huc070802060503,4605017,662583,41.5803,-91.04966,N/A,False,Survey Site
68,Mud Creek,US,Wilton - Northstar Steel,Wadeable,,488,IA 02-CED-0160_0,Mud Creek,47f,Muscatine,Mississippi,103.832,Warm Water,huc070802060503,4605025,662791,41.58033,-91.04716,N/A,False,Survey Site
69,Sugar Creek,,Tipton - Pasture Site,Wadeable,,491,IA 02-CED-0170_3,Sugar Creek,47f,Cedar,Mississippi,36.257,Warm Water,huc070802060602,4621247,658459,41.72724,-91.0948,N/A,False,Survey Site
70,Mud Creek,DS,Durant WWTP,Wadeable,,488,IA 02-CED-0160_0,Mud Creek,47f,Muscatine,Mississippi,50.095,Warm Water,huc070802060502,4606839,674162,41.59427,-90.91031,N/A,False,Survey Site
71,Mud Creek,US,Durant WWTP,Wadeable,,488,IA 02-CED-0160_0,Mud Creek,47f,Muscatine,Mississippi,50.076,Warm Water,huc070802060502,4606723,674278,41.5932,-90.90896,N/A,False,Survey Site
72,Sugar Creek,DS,Tipton East WWTP,Wadeable,,491,IA 02-CED-0170_3,Sugar Creek,47f,Cedar,Mississippi,32.605,Warm Water,huc070802060602,4624501,658651,41.75649,-91.09163,N/A,False,Survey Site
73,Sugar Creek,US,Tipton East WWTP,Headwater,Headwater Reference Study,492,IA 02-CED-0170_4,Sugar Creek,47f,Cedar,Mississippi,29.292,Warm Water,huc070802060602,4624623,658690,41.75758,-91.09113,N/A,False,Survey Site
74,Mud Creek,DS,Wilton WWTP,Wadeable,,488,IA 02-CED-0160_0,Mud Creek,47f,Muscatine,Mississippi,96.803,Warm Water,huc070802060503,4605009,665679,41.5796,-91.01254,N/A,False,Survey Site
75,Mud Creek,US,Wilton WWTP,Wadeable,,488,IA 02-CED-0160_0,Mud Creek,47f,Muscatine,Mississippi,96.738,Warm Water,huc070802060503,4605114,665746,41.58053,-91.01171,N/A,False,Survey Site
76,Sugar Creek,,Wilton - Bedrock Site,Wadeable,,490,IA 02-CED-0170_2,Sugar Creek,47f,Cedar,Mississippi,97.457,Warm Water,huc070802060603,4608573,660734,41.61269,-91.07087,N/A,False,Survey Site
77,Sugar Creek,,Moscow,Wadeable,,489,IA 02-CED-0170_1,Sugar Creek,47f,Muscatine,Mississippi,221.052,Warm Water,huc070802060603,4603365,661015,41.56575,-91.0689,N/A,False,Survey Site
78,North Skunk River,,Rose Hill,Wadeable,,858,IA 03-NSK-0020_1,North Skunk River,47f,Mahaska,Mississippi,533.652,Warm Water,huc070801060404,4580217,545741,41.37216,-92.45303,N/A,False,Reference Site
79,Soap Creek,,Eldon SWMA - Eldon,Wadeable,,1032,IA 04-LDM-0090_1,Soap Creek,40a,Davis,Mississippi,243.59,Warm Water,huc071000090607,4527283,561662,40.89431,-92.26798,N/A,False,Reference Site
80,Walnut Creek,,Red Oak - Downstream,Wadeable,,1449,IA 05-NSH-0100_1,Walnut Creek,47e,Montgomery,Missouri,108.463,Warm Water,huc102400020703,4545758,307619,41.04033,-95.28879,N/A,False,Survey Site
81,Walnut Creek,,Red Oak- Upstream,Wadeable,,1449,IA 05-NSH-0100_1,Walnut Creek,47e,Montgomery,Missouri,108.327,Warm Water,huc102400020703,4545949,307677,41.04206,-95.28816,N/A,False,Survey Site
82,Indian Creek,,Lewis,Wadeable,,1425,IA 05-NSH-0040_0,Indian Creek,47e,Cass,Missouri,182.745,Warm Water,huc102400030406,4576306,321797,41.31854,-95.12912,N/A,True,Candidate Reference Site
83,Lick Creek,,Shimek State Forest - Farmington,Wadeable,,1027,IA 04-LDM-0055_0,Lick Creek,40a,Lee,Mississippi,16.153,Warm Water,huc071000091208,4495987,611442,40.60719,-91.68271,N/A,True,Reference Site
84,Chequest Creek,,Pittsburg,Wadeable,,1030,IA 04-LDM-0070_0,Chequest Creek,40a,Van Buren,Mississippi,121.854,Warm Water,huc071000090904,4512694,582950,40.76102,-92.01724,N/A,False,Reference Site
85,Pigeon Creek,,Neola,Wadeable,,1801,IA 06-WED-0042_1,Pigeon Creek,47e,Pottawattamie,Missouri,111.12,Warm Water,huc102300060304,4592045,269162,41.4468,-95.76336,N/A,False,Rejected Candidate Reference Site
86,Keg Creek,,Mineola,Wadeable,,1686,IA 06-WED-0010_1,Keg Creek,47e,Mills,Missouri,143.915,Warm Water,huc102400010103,4558348,273235,41.14477,-95.7021,N/A,False,Rejected Candidate Reference Site
87,White Breast Creek,,Lacona,Wadeable,,1466,IA 04-LDM-0210_1,White Breast Creek,40a,Lucas,Mississippi,173.857,Warm Water,huc071000081306,4550417,468008,41.1044,-93.38099,N/A,False,Candidate Reference Site
88,Halfway Creek,DS,Galva WWTP,Wadeable,,1595,IA 06-LSR-0108_0,Halfway Creek,47a,Ida,Missouri,24.053,Warm Water,huc102300050202,4709268,301121,42.51022,-95.42078,N/A,False,Survey Site
89,Halfway Creek,US,Galva WWTP,Wadeable,,1595,IA 06-LSR-0108_0,Halfway Creek,47a,Ida,Missouri,23.874,Warm Water,huc102300050202,4709287,301207,42.51041,-95.41974,N/A,False,Survey Site
90,Silver Creek,,Ida Grove,Wadeable,,1594,IA 06-LSR-0107_0,Silver Creek,47a,Ida,Missouri,26.086,Warm Water,huc102300050203,4701452,301004,42.43986,-95.41949,N/A,False,Survey Site
91,Plum Creek,,Algona,Wadeable,,982,IA 04-EDM-0070_0,Plum Creek,47b,Kossuth,Mississippi,48.628,Warm Water,huc071000030603,4776181,407293,43.13269,-94.13984,No,False,Reference Site
92,Black Cat Creek,,Algona,Wadeable,,980,IA 04-EDM-0060_0,Black Cat Creek,47b,Kossuth,Mississippi,67.421,Warm Water,huc071000030503,4778971,395217,43.15623,-94.28881,No,False,Reference Site
93,Maple River,MR4,Ida Grove,Wadeable,,1585,IA 06-LSR-0080_1,Maple River,47e,Ida,Missouri,363.432,Warm Water,huc102300050207,4693304,297684,42.36569,-95.45695,N/A,True,Survey Site
94,Odebolt Creek,,American Legion Park- Ida Grove,Wadeable,,1592,IA 06-LSR-0100_0,Odebolt Creek,47e,Ida,Missouri,61.035,Warm Water,huc102300050206,4691426,296423,42.34846,-95.47159,N/A,False,Survey Site
95,Odebolt Creek,,Ida Grove,Wadeable,,1592,IA 06-LSR-0100_0,Odebolt Creek,47e,Ida,Missouri,54.582,Warm Water,huc102300050206,4689417,300500,42.33144,-95.42144,N/A,False,Survey Site
96,Maple River,MR8,Aurelia,Wadeable,,1586,IA 06-LSR-0080_2,Maple River,47a,Cherokee,Missouri,105.322,Warm Water,huc102300050105,4724625,297356,42.64741,-95.47202,N/A,False,Survey Site
97,Maple River,MR7,Galva,Wadeable,,1586,IA 06-LSR-0080_2,Maple River,47a,Ida,Missouri,211.715,Warm Water,huc102300050204,4711805,298871,42.53246,-95.44903,N/A,False,Survey Site
98,Maple River,MR9,Aurelia,Wadeable,Headwater Reference Study,1588,IA 06-LSR-0085_0,Maple River,47a,Cherokee,Missouri,32.412,Warm Water,huc102300050102,4735887,298877,42.74914,-95.45747,N/A,False,Survey Site
99,Little Maple River,,Galva,Wadeable,,1596,IA 06-LSR-0110_0,Little Maple River,47a,Cherokee,Missouri,34.589,Warm Water,huc102300050104,4716189,300746,42.57239,-95.42775,N/A,False,Survey Site
100,Maple Creek,,Aurelia,Wadeable,,1597,IA 06-LSR-0115_0,Maple Creek,47a,Cherokee,Missouri,42.955,Warm Water,huc102300050101,4733446,301366,42.72782,-95.42623,N/A,False,Survey Site
101,Elk Creek,,Ida Grove,Wadeable,,1593,IA 06-LSR-0103_0,Elk Creek,47e,Ida,Missouri,32.668,Warm Water,huc102300050205,4694467,302384,42.37736,-95.40032,N/A,False,Survey Site
102,Maple River,DS,Ida Grove WWTP,Wadeable,,1582,IA 06-LSR-0070_2,Maple River,47e,Ida,Missouri,434.794,Warm Water,huc102300050302,4690986,295180,42.34418,-95.48651,N/A,False,Survey Site
103,East Fork Wapsipinicon River,,Sweet Marsh SWMA - Tripoli,Wadeable,,408,IA 01-WPS-0190_2,East Fork Wapsipinicon River,47c,Bremer,Mississippi,143.878,Warm Water,huc070801020303,4743896,562667,42.84507,-92.23308,No,True,Reference Site
104,Pine Creek,,Quasqueton,Wadeable,,386,IA 01-WPS-0140_0,Pine Creek,47c,Buchanan,Mississippi,31.975,Warm Water,huc070801020802,4700635,598421,42.4518,-91.80309,Yes,False,Reference Site
105,Bear Creek,,Eden Valley Co Park - Baldwin,Wadeable,,34,IA 01-MAQ-0140_2,Bear Creek,47f,Jackson,Mississippi,69.287,Warm Water,huc070600060303,4657280,677623,42.04751,-90.8537,N/A,True,Reference Site
106,Plum Creek,,Hopkinton,Wadeable,,46,IA 01-MAQ-0220_1,Plum Creek,47c,Delaware,Mississippi,86.843,Warm Water,huc070600060103,4693886,644865,42.38376,-91.2402,No,False,Reference Site
107,Canoe Creek,,Canoe Creek SWMA - Decorah,Wadeable,,260,IA 01-UIA-0240_1,Canoe Creek,52b,Winneshiek,Mississippi,66.621,Warm Water,huc070600020302,4802501,611946,43.36702,-91.61832,N/A,True,Reference Site
108,Little Turkey River,,Gouldsburg Co Park,Wadeable,,207,IA 01-TRK-0420_0,Little Turkey River,47c,Fayette,Mississippi,317.45,Warm Water,huc070600040204,4762350,584850,43.00908,-91.95885,Yes,True,Reference Site
109,Bear Creek,DS,Roland WWTP,Headwater,Headwater Reference Study,959,IA 03-SSK-0080_2,Bear Creek,47b,Story,Mississippi,19.282,Warm Water,huc070801050403,4667298,457918,42.15667,-93.50937,No,False,Survey Site
110,Bear Creek,US,Roland WWTP,Headwater,Headwater Reference Study,959,IA 03-SSK-0080_2,Bear Creek,47b,Story,Mississippi,17.504,Warm Water,huc070801050403,4667691,458214,42.16023,-93.50582,No,False,Survey Site
111,South Skunk River,,Ames - River Valley Park,Wadeable,,933,IA 03-SSK-0030_1,South Skunk River,47b,Story,Mississippi,325.458,Warm Water,huc070801050406,4653535,450920,42.03232,-93.59292,No,False,Survey Site
112,Keigley Branch,,Gilbert,Wadeable,,957,IA 03-SSK-0070_1,Keigley Branch,47b,Story,Mississippi,50.493,Warm Water,huc070801050405,4663445,451998,42.12163,-93.58071,No,False,Survey Site
113,South Skunk River,,Ames - Squaw Creek Confluence,Wadeable,,933,IA 03-SSK-0030_1,South Skunk River,47b,Story,Mississippi,327.915,Warm Water,huc070801050406,4651245,450672,42.01168,-93.59572,No,False,Survey Site
114,Bear Creek,,Skunk River Greenbelt - Ames,Wadeable,,958,IA 03-SSK-0080_1,Bear Creek,47b,Story,Mississippi,28.156,Warm Water,huc070801050403,4662542,453616,42.1136,-93.56107,No,True,Reference Site
115,Long Dick Creek,LDC1,Roland,Wadeable,,960,IA 03-SSK-0090_0,Long Dick Creek,47b,Story,Mississippi,31.503,Warm Water,huc070801050401,4669577,455404,42.17706,-93.53998,No,False,Survey Site
116,Long Dick Creek,Old LDC2,Roland,Wadeable,,960,IA 03-SSK-0090_0,Long Dick Creek,47b,Hamilton,Mississippi,26.225,Warm Water,huc070801050401,4673169,458099,42.20956,-93.50761,Yes,False,Survey Site
117,South Skunk River,,Ames - Lincolnway Bridge,Wadeable,,933,IA 03-SSK-0030_1,South Skunk River,47b,Story,Mississippi,327.199,Warm Water,huc070801050406,4652530,450694,42.02325,-93.59557,No,False,Survey Site
118,South Skunk River,,Randall,Wadeable,,935,IA 03-SSK-0030_3,South Skunk River,47b,Hamilton,Mississippi,161.642,Warm Water,huc070801050402,4676453,451654,42.23876,-93.58595,No,False,Survey Site
119,South Skunk River,,Ellsworth,Wadeable,,936,IA 03-SSK-0030_4,South Skunk River,47b,Hamilton,Mississippi,51.828,Warm Water,huc070801050202,4683572,450527,42.3028,-93.60022,No,False,Survey Site
120,Drainage Ditch 71,,Jewell,Wadeable,,963,IA 03-SSK-0100_0,Drainage Ditch 71,47b,Hamilton,Mississippi,69.443,Warm Water,huc070801050102,4681292,448030,42.28211,-93.63031,No,False,Survey Site
121,South Skunk River,US WWTP - DS Storm,Story City,Wadeable,,934,IA 03-SSK-0030_2,South Skunk River,47b,Story,Mississippi,179.886,Warm Water,huc070801050402,4670157,451697,42.18206,-93.58491,No,False,Survey Site
