SiteID,StreamName,ProgID,Landmark,Type,Tags,SegID,ADBCode,ADBSegName,EcoRegionDesig,County,MajorBasin,DrainageArea,ThermalClass,HUC12,UTMNorth,UTMEast,LatDD,LonDD,IsRiffle,IsPublicLand,CurrentStatus
481,Little Sioux River,REMAP #129,Spencer,Non-wadeable,REMAP,1573,IA 06-LSR-0030_4,Little Sioux River,47a,Clay,Missouri,1108.687,Warm Water,huc102300030804,4776979,330860,43.12666,-95.07937,N/A,True,Survey Site
482,North River,REMAP #157,Stuart,Wadeable,REMAP,1102,IA 04-LDM-0310_0,North River,47f,Adair,Mississippi,24.051,Warm Water,huc071000080302,4588769,388239,41.44272,-94.33785,N/A,False,Survey Site
483,Upper Iowa River,REMAP #124,Dorchester,Non-wadeable,REMAP,237,IA 01-UIA-0100_0,Upper Iowa River,52b,Allamakee,Mississippi,896.948,Warm Water,huc070600020605,4809297,624641,43.4262,-91.46014,N/A,False,Survey Site
484,Cooper Creek,REMAP #142,Centerville,Wadeable,REMAP,1323,IA 05-CHA-0040_0,Cooper Creek,40a,Appanoose,Missouri,35.308,Warm Water,huc102802010403,4509325,508748,40.73481,-92.89639,N/A,False,Survey Site
485,Mud Creek,REMAP #168,Vinton,Wadeable,REMAP,519,IA 02-CED-0235_0,Mud Creek,47c,Benton,Mississippi,21.459,Warm Water,huc070802051104,4659878,576407,42.08726,-92.07614,No,False,Survey Site
486,Brooke Creek,REMAP #183,Rembrandt,Wadeable,REMAP,1623,IA 06-LSR-0210_0,Brooke Creek,47b,Buena Vista,Missouri,23.908,Warm Water,huc102300031108,4740758,313175,42.79658,-95.28452,No,False,Survey Site
487,Parmentar Creek,REMAP #165,Bristow,Headwater,"REMAP,Headwater Reference Study",1941,IA 02-WFC-0055_0,Parmentar Creek,47c,Butler,Mississippi,20.988,Warm Water,huc070802040601,4737885,506090,42.79348,-92.92553,Undetermined,False,Survey Site
488,Sugar Creek,REMAP #152,Preston,Wadeable,REMAP,26,IA 01-MAQ-0115_0,Sugar Creek,47f,Clinton,Mississippi,16.78,Warm Water,huc070600060902,4656327,708301,42.0314,-90.48367,N/A,False,Survey Site
489,North Raccoon River,REMAP #127,Adel,Non-wadeable,REMAP,1124,IA 04-RAC-0030_2,North Raccoon River,47b,Dallas,Mississippi,2235.878,Warm Water,huc071000061505,4611515,412877,41.65062,-94.04627,No,False,Survey Site
490,South Fork Maquoketa River,REMAP #154,Dundee,Wadeable,REMAP,58,IA 01-MAQ-0270_0,South Fork Maquoketa River,47c,Delaware,Mississippi,56.217,Warm Water,huc070600060202,4717745,616943,42.60326,-91.57441,No,False,Survey Site
492,Tetes Des Morts Creek,REMAP #151,St. Donatus,Wadeable,REMAP,122,IA 01-TRK-0090_2,Tetes Des Morts Creek,52b,Dubuque,Mississippi,3.889,Warm Water,huc070600050204,4695799,694897,42.39003,-90.63222,N/A,False,Survey Site
493,Beaver Creek,REMAP #174,Ackley,Wadeable,REMAP,557,IA 02-CED-0410_2,Beaver Creek,47c,Franklin,Mississippi,36.888,Warm Water,huc070802050201,4713269,491710,42.57178,-93.101,Yes,False,Survey Site
494,Plum Creek,REMAP #182,Thurman,Wadeable,REMAP,1683,IA 06-WED-0003_2,Plum Creek,47m,Fremont,Missouri,15.904,Warm Water,huc102400010304,4523747,270804,40.83274,-95.71822,N/A,False,Survey Site
495,North Raccoon River,REMAP #137,Scranton,Non-wadeable,REMAP,1128,IA 04-RAC-0040_2,North Raccoon River,47b,Greene,Mississippi,1548.68,Warm Water,huc071000061404,4657628,373575,42.06054,-94.52797,No,False,Survey Site
496,Iowa River,REMAP #162,Eldora,Non-wadeable,REMAP,647,IA 02-IOW-0070_4,Iowa River,47f,Hardin,Mississippi,747.5,Warm Water,huc070802070902,4690428,493332,42.36609,-93.08098,N/A,True,Survey Site
497,Potato Creek,REMAP #172,Persia,Headwater,"REMAP,Headwater Reference Study",1942,IA 06-WED-0043_0,Potato Creek,47e,Harrison,Missouri,9.532,Warm Water,huc102300060302,4603341,274805,41.55004,-95.7001,N/A,False,Survey Site
498,Big Creek,REMAP #153,New London,Wadeable,REMAP,898,IA 03-SKU-0080_1,Big Creek,40a,Henry,Mississippi,162.791,Warm Water,huc070801070905,4525417,628135,40.8698,-91.47943,N/A,False,Survey Site
501,Cedar Creek,REMAP #176,Stockport,Wadeable,REMAP,906,IA 03-SKU-0090_2,Cedar Creek,40a,Jefferson,Mississippi,410.729,Warm Water,huc070801070708,4529469,599315,40.9103,-91.82071,N/A,False,Survey Site
502,Black Cat Creek,REMAP #156,Fenton,Wadeable,REMAP,980,IA 04-EDM-0060_0,Black Cat Creek,47b,Kossuth,Mississippi,51.468,Warm Water,huc071000030503,4784867,387546,43.20821,-94.38433,No,False,Survey Site
503,Cedar River,REMAP #185,Bertram,Non-wadeable,REMAP,452,IA 02-CED-0020_3,Cedar River,47f,Linn,Mississippi,6828.576,Warm Water,huc070802060401,4645158,619062,41.94941,-91.56351,N/A,False,Survey Site
504,Mud Creek,REMAP #175,Alvord,Wadeable,REMAP,1546,IA 06-BSR-0080_0,Mud Creek,47a,Lyon,Missouri,125.81,Warm Water,huc101702040403,4801449,233585,43.31868,-96.28548,N/A,False,Survey Site
505,Unnamed Tributary to North Skunk River,REMAP #163,New Sharon,Headwater,"REMAP,Headwater Reference Study",1944,IA 03-NSK-0080_0,Unnamed Tributary to North Skunk River,47f,Mahaska,Mississippi,1.721,Warm Water,huc070801060403,4593666,528995,41.49408,-92.65263,N/A,False,Survey Site
506,Unnamed Tributary to South Skunk River,REMAP #180,Pella,Headwater,"REMAP,Headwater Reference Study",1945,IA 03-SSK-0110_0,Unnamed Tributary to South Skunk River,47f,Mahaska,Mississippi,1.994,Warm Water,huc070801051202,4587805,515002,41.44167,-92.82041,N/A,False,Survey Site
507,English Creek,REMAP #160,Knoxville,Wadeable,REMAP,1057,IA 04-LDM-0190_0,English Creek,40a,Marion,Mississippi,74.16,Warm Water,huc071000090102,4568393,492706,41.26692,-93.08708,N/A,False,Survey Site
508,Mud Creek,REMAP #158,Hastings,Wadeable,REMAP,1457,IA 05-NSH-0128_0,Mud Creek,47e,Mills,Missouri,33.439,Warm Water,huc102400020504,4551961,288773,41.09148,-95.51494,N/A,False,Survey Site
509,Des Moines River,REMAP #177,West Bend,Non-wadeable,REMAP,1223,IA 04-UDM-0090_2,Des Moines River,47b,Pocahontas,Mississippi,1956.372,Warm Water,huc071000020804,4751092,380642,42.9031,-94.46205,Undetermined,False,Survey Site
510,Pony Creek,REMAP #150,Council Bluffs,Headwater,"REMAP,Headwater Reference Study",1946,IA 06-WEM-0050_0,Pony Creek,47d,Pottawattamie,Missouri,28.976,Warm Water,huc102300060407,4562797,263001,41.18187,-95.82563,N/A,False,Survey Site
511,North Raccoon River,REMAP #164,Auburn,Wadeable,REMAP,1131,IA 04-RAC-0040_5,North Raccoon River,47b,Sac,Mississippi,829.447,Warm Water,huc071000060802,4684667,344751,42.29877,-94.88339,No,False,Survey Site
512,Boyer River,REMAP #181,Wall Lake,Wadeable,REMAP,1510,IA 06-BOY-0030_2,Boyer River,47a,Sac,Missouri,135.559,Warm Water,huc102300070205,4684976,324521,42.29726,-95.12875,N/A,False,Survey Site
513,Fox River,REMAP #161,Mount Sterling,Wadeable,REMAP,994,IA 04-FOX-0010_1,Fox River,40a,Van Buren,Mississippi,173.295,Warm Water,huc071100010205,4498610,585682,40.63388,-91.9868,N/A,False,Survey Site
514,Bear Creek,REMAP #171,Ottumwa,Headwater,"REMAP,Headwater Reference Study",1947,IA 04-LDM-0350_0,Bear Creek,40a,Wapello,Mississippi,24.013,Warm Water,huc071000090706,4540994,546614,41.01881,-92.44558,N/A,False,Survey Site
515,Crooked Creek,REMAP #184,Crawfordsville,Wadeable,REMAP,918,IA 03-SKU-0120_0,Crooked Creek,47f,Washington,Mississippi,245.198,Warm Water,huc070801070206,4562232,615564,41.20321,-91.62167,N/A,False,Survey Site
516,Wolf Creek,REMAP #170,Millerton,Wadeable,REMAP,1339,IA 05-CHA-0070_0,Wolf Creek,40a,Wayne,Missouri,15.898,Warm Water,huc102802010204,4526908,467968,40.89263,-93.38025,N/A,False,Survey Site
517,East Fork Medicine Creek,REMAP #179,Allerton,Wadeable,REMAP,1350,IA 05-GRA-0030_0,East Fork Medicine Creek,40a,Wayne,Mississippi,9.135,Warm Water,huc102801030202,4501080,472279,40.66012,-93.32793,N/A,False,Survey Site
518,West Fork Little Sioux River,REMAP #173,Bronson,Wadeable,REMAP,1599,IA 06-LSR-0120_2,West Fork Little Sioux River,47m,Woodbury,Missouri,372.992,Warm Water,huc102300040206,4695545,246750,42.37093,-96.07571,N/A,False,Survey Site
519,Little Cedar River,REMAP #240,New Haven,Wadeable,REMAP,577,IA 02-CED-0470_4,Little Cedar River,47c,Mitchell,Mississippi,190.882,Warm Water,huc070802010803,4793089,527765,43.29011,-92.65774,No,False,Survey Site
520,Helmer Creek,REMAP #242,Prairieburg,Headwater,"REMAP,Headwater Reference Study",1948,IA 01-WPS-0115_0,Helmer Creek,47c,Jones,Mississippi,3.861,Warm Water,huc070801020906,4671608,636393,42.18473,-91.34832,No,False,Survey Site
521,Irish Hollow Creek,REMAP #265,New Albin,Wadeable,REMAP,247,IA 01-UIA-0130_0,Irish Hollow Creek,52b,Allamakee,Mississippi,8.485,Cold Water,huc070600020606,4813184,635235,43.45934,-91.32835,N/A,False,Survey Site
522,Middle Raccoon,REMAP #271,Bagley,Wadeable,REMAP,1195,IA 04-RAC-0220_0,Middle Raccoon River,47f,Guthrie,Mississippi,378.531,Warm Water,huc071000070601,4626147,374782,41.77729,-94.50671,N/A,False,Survey Site
523,Little Bear Creek,REMAP #290,Brooklyn,Wadeable,REMAP,705,IA 02-IOW-0185_1,Little Bear Creek,47f,Poweshiek,Mississippi,43.555,Warm Water,huc070802080802,4619654,550525,41.72708,-92.39251,N/A,False,Survey Site
524,Iowa River,REMAP #302,Iowa City,Non-wadeable,REMAP,628,IA 02-IOW-0030_2,Iowa River,47f,Johnson,Mississippi,3263.131,Warm Water,huc070802090703,4613933,620144,41.6681,-91.55678,N/A,True,Survey Site
527,Yeader Creek,TMDL Site #1,Des Moines,Headwater,"TMDL,Headwater Reference Study",1115,IA 04-LDM-0340_0,Yeader Creek,47f,Polk,Mississippi,0.833,Warm Water,huc071000081503,4598515,446436,41.53649,-93.64213,N/A,False,Survey Site
528,Yeader Creek,TMDL Site #2,Des Moines,Wadeable,"TMDL,Headwater Reference Study",1115,IA 04-LDM-0340_0,Yeader Creek,47f,Polk,Mississippi,4.67,Warm Water,huc071000081503,4599041,450605,41.5415,-93.59219,N/A,False,Survey Site
529,Camp Creek,TMDL #53,Runnells,Wadeable,TMDL,1070,IA 04-LDM-0228_0,Camp Creek,47f,Polk,Mississippi,31.554,Warm Water,huc071000081504,4599625,471698,41.54778,-93.33934,N/A,False,Survey Site
530,Camp Creek,,Thomas Mitchell Park - Altoona,Wadeable,,1070,IA 04-LDM-0228_0,Camp Creek,47b,Polk,Mississippi,10.436,Warm Water,huc071000081504,4609705,468299,41.63845,-93.38063,Yes,False,Survey Site
531,Jordan Creek,TMDL,West Des Moines,Headwater,"TMDL,Headwater Reference Study",1982,IA 04-RAC-0022_0,Jordan Creek,47f,Polk,Mississippi,7.866,Warm Water,huc071000061703,4602510,437082,41.57179,-93.75467,N/A,False,Survey Site
532,Milford Creek,TMDL #3,Milford,Wadeable,TMDL,1667,IA 06-LSR-0305_0,Milford Creek,47b,Dickinson,Missouri,130.618,Warm Water,huc102300030204,4800192,326770,43.33461,-95.1369,Undetermined,False,Survey Site
533,Big Sioux River,TMDL,Westfield,Non-wadeable,TMDL,1522,IA 06-BSR-0010_3,Big Sioux River,47d,Plymouth,Missouri,7805.7,Warm Water,huc101702032504,4739917,203189,42.75433,-96.62687,N/A,False,Survey Site
534,Iowa River,TMDL #81,Iowa City,Non-wadeable,TMDL,628,IA 02-IOW-0030_2,Iowa River,47f,Johnson,Mississippi,3265.098,Warm Water,huc070802090703,4614178,621965,41.67003,-91.53486,N/A,True,Survey Site
535,Iowa River,TMDL #79,Iowa City,Non-wadeable,TMDL,628,IA 02-IOW-0030_2,Iowa River,47f,Johnson,Mississippi,3158.323,Warm Water,huc070802090703,4616288,619960,41.68933,-91.55852,N/A,True,Survey Site
536,Iowa River,TMDL #77,Iowa City,Non-wadeable,TMDL,628,IA 02-IOW-0030_2,Iowa River,47f,Johnson,Mississippi,3113.462,Warm Water,huc070802090703,4617865,621175,41.70334,-91.5436,N/A,True,Survey Site
537,Maquoketa River,TMDL #157,Monticello,Wadeable,TMDL,15,IA 01-MAQ-0060_2,Maquoketa River,47c,Jones,Mississippi,663.713,Warm Water,huc070600060408,4677135,653531,42.23131,-91.13943,No,False,Survey Site
538,Maquoketa River,TMDL #158,Canton,Wadeable,TMDL,14,IA 01-MAQ-0060_1,Maquoketa River,47f,Jackson,Mississippi,812.863,Warm Water,huc070600060410,4665626,678517,42.12242,-90.84036,N/A,False,Survey Site
539,French Creek (Main Branch),,Waukon,Wadeable,,248,IA 01-UIA-0140_0,French Creek,52b,Allamakee,Mississippi,6.053,Cold Water,huc070600020604,4803620,630161,43.37416,-91.39332,N/A,True,Reference Site
540,French Creek (West Branch),,Waukon,Wadeable,,6265,IA 01-UIA-0145_0,West Branch French Creek,52b,Allamakee,Mississippi,3.81,Cold Water,huc070600020604,4803612,630161,43.37409,-91.39332,N/A,True,Reference Site
541,Pike Run (Upper Site),,West Liberty,Wadeable,,486,IA 02-CED-0157_2,Pike Run,72d,Muscatine,Mississippi,11.543,Warm Water,huc070802060805,4595354,649207,41.49592,-91.21244,N/A,False,Survey Site
542,Springbrook Creek,Site #3,Springbrook State Park,Headwater,Headwater Reference Study,1202,IA 04-RAC-02415_0,Springbrook Creek,47b,Guthrie,Mississippi,7.973,Warm Water,huc071000070601,4625425,378000,41.77129,-94.46785,Undetermined,True,Survey Site
543,Springbrook Creek,Site #1,Springbook State Park,Headwater,Headwater Reference Study,1202,IA 04-RAC-02415_0,Springbrook Creek,47b,Guthrie,Mississippi,4.73,Warm Water,huc071000070601,4626048,379425,41.77712,-94.45084,Undetermined,True,Survey Site
544,Minerva Creek,REMAP #203,St. Anthony,Wadeable,REMAP,738,IA 02-IOW-0250_2,Minerva Creek,47b,Marshall,Mississippi,66.967,Warm Water,huc070802070804,4665773,486814,42.14396,-93.15957,Yes,False,Survey Site
545,Buttermilk Creek,BMC1,Goldfield,Headwater,"TMDL,Headwater Reference Study",1826,IA 04-UDM-0247_0,Buttermilk Creek,47b,Wright,Mississippi,3.897,Warm Water,huc071000050604,4732140,424491,42.73805,-93.92248,No,False,Survey Site
546,Buttermilk Creek,BMC2,Goldfield,Headwater,"TMDL,Headwater Reference Study",1826,IA 04-UDM-0247_0,Buttermilk Creek,47b,Wright,Mississippi,3.786,Warm Water,huc071000050604,4732227,424835,42.73887,-93.91829,Yes,False,Survey Site
547,Buttermilk Creek,BMC3,Goldfield,Headwater,"TMDL,Headwater Reference Study",1826,IA 04-UDM-0247_0,Buttermilk Creek,47b,Wright,Mississippi,3.796,Warm Water,huc071000050604,4732140,424764,42.73808,-93.91914,Yes,False,Survey Site
548,Drainage Ditch 13,DD13,Woolstock,Headwater,"TMDL,Headwater Reference Study",2033,IA 04-UDM-0242_0,Drainage Ditch 13,47b,Wright,Mississippi,4.352,Warm Water,huc071000050605,4716438,426638,42.59687,-93.89422,Undetermined,True,Survey Site
549,Unnamed Tributary to Yellow River,HeCr2,Postville,Wadeable,TMDL,446,IA 01-YEL-0150_0,"Unnamed Creek (aka, Ludlow Creek)",52b,Allamakee,Mississippi,11.464,Warm Water,huc070600010903,4780413,619289,43.16706,-91.5325,N/A,False,Survey Site
551,Lyons Creek,LC1,Webster City,Headwater,"TMDL,Headwater Reference Study",1260,IA 04-UDM-0215_0,Lyons Creek,47b,Webster,Mississippi,17.426,Warm Water,huc071000050701,4701991,433576,42.46741,-93.80798,No,False,Survey Site
552,Lyons Creek,LC2,Webster City,Headwater,"TMDL,Headwater Reference Study",1260,IA 04-UDM-0215_0,Lyons Creek,47b,Webster,Mississippi,11.934,Warm Water,huc071000050701,4703101,436293,42.47763,-93.77506,No,False,Survey Site
553,Marrowbone Creek,MaB2,Lanesboro,Headwater,"TMDL,Headwater Reference Study",2034,IA 04-RAC-0124_0,Marrowbone Creek,47b,Carroll,Mississippi,11.701,Warm Water,huc071000060806,4671314,358122,42.18111,-94.71799,No,False,Survey Site
554,Nutting Creek,NuCr1,Clermont,Wadeable,"TMDL,319 Program Projects",205,IA 01-TRK-0416_0,Nutting Creek,52b,Fayette,Mississippi,26.589,Warm Water,huc070600040702,4764945,603942,43.03008,-91.72415,N/A,False,Survey Site
555,Quinn Creek,NuCr2,Clermont,Headwater,"TMDL,Headwater Reference Study",2037,IA 01-TRK-0417_0,Quinn Creek,52b,Fayette,Mississippi,6.106,Warm Water,huc070600040702,4765693,604250,43.03677,-91.72023,N/A,False,Survey Site
556,Unnamed Tributary to Nutting Creek,NuCr3,Ossian,Headwater,"TMDL,Headwater Reference Study",2038,IA 01-TRK-0510_0,Unnamed Tributary to Nutting Creek,52b,Fayette,Mississippi,4.913,Warm Water,huc070600040702,4769636,602669,43.07248,-91.73891,N/A,False,Survey Site
557,Nutting Creek,NuCr4,Ossian,Headwater,"TMDL,Headwater Reference Study",2039,IA 01-TRK-04165_0,Nutting Creek,52b,Fayette,Mississippi,11.111,Warm Water,huc070600040702,4770222,601509,43.07791,-91.75304,N/A,False,Survey Site
558,Palmer Creek,PaCr1,Greene,Headwater,"TMDL,Headwater Reference Study",790,IA 02-SHL-00235_0,Palmer Creek,47c,Butler,Mississippi,16.694,Warm Water,huc070802020402,4743767,518653,42.84625,-92.77172,No,False,Survey Site
559,Unnamed Tributary to Palmer Creek,PaCr2,Greene,Headwater,"TMDL,Headwater Reference Study",2040,IA 02-SHL-00236_0,Unnamed Tributary to Palmer Creek,47c,Butler,Mississippi,5.054,Warm Water,huc070802020402,4744032,513887,42.84874,-92.83004,Undetermined,False,Survey Site
560,Prairie Creek,PaCr1,Maquoketa,Wadeable,TMDL,32,IA 01-MAQ-0130_0,Prairie Creek,47f,Jackson,Mississippi,42.182,Warm Water,huc070600061003,4658357,693146,42.05354,-90.66592,N/A,False,Survey Site
561,Beaver Creek,UWW8,Fertile,Wadeable,Upper Winnebago Watershed Study,850,IA 02-WIN-0080_0,Beaver Creek,47b,Worth,Mississippi,58.782,Warm Water,huc070802030108,4790307,464451,43.26473,-93.43802,Yes,False,Survey Site
562,Winnebago River,UWW6,State Line,Wadeable,,831,IA 02-WIN-0020_2,Winnebago River,47b,Winnebago,Mississippi,69.615,Warm Water,huc070802030102,4816442,454884,43.49954,-93.55805,Undetermined,False,Survey Site
563,Winnebago River,UWW4,420th,Wadeable,,831,IA 02-WIN-0020_2,Winnebago River,47b,Winnebago,Mississippi,129.826,Warm Water,huc070802030104,4802231,450022,43.37128,-93.61689,Undetermined,False,Survey Site
564,Pike Run,UWW13,420th,Wadeable,"Upper Winnebago Watershed Study,Headwater Reference Study",852,IA 02-WIN-0090_0,Pike Run,47b,Winnebago,Mississippi,42.811,Warm Water,huc070802030103,4802218,449080,43.3711,-93.62851,No,False,Survey Site
565,Buffalo Creek,UWW10,155th,Headwater,"Upper Winnebago Watershed Study,Headwater Reference Study",2042,IA 02-WIN-0100_0,Buffalo Creek,47b,Winnebago,Mississippi,21.348,Warm Water,huc070802030105,4792111,445946,43.27987,-93.6662,No,False,Survey Site
566,Winnebago River,UWW2,Gabrielson WMA,Wadeable,Upper Winnebago Watershed Study,830,IA 02-WIN-0020_1,Winnebago River,47b,Hancock,Mississippi,268.61,Warm Water,huc070802030109,4785865,454196,43.22418,-93.564,No,False,Survey Site
567,Winnebago River,,Ambroson Rec Area - Leland,Wadeable,,830,IA 02-WIN-0020_1,Winnebago River,47b,Winnebago,Mississippi,197.437,Warm Water,huc070802030106,4796807,448322,43.32232,-93.63736,Undetermined,True,Survey Site
568,Yellow River,YeRi1,Postville,Wadeable,TMDL,437,IA 01-YEL-0080_3,Yellow River,52b,Winneshiek,Mississippi,20.316,Warm Water,huc070600010901,4777139,612910,43.13857,-91.61162,N/A,False,Survey Site
569,Dry Creek,PaCr3,Clarksville,Headwater,"TMDL,Headwater Reference Study",2041,IA 02-SHL-0040_0,Dry Creek,47c,Butler,Mississippi,17.174,Warm Water,huc070802020701,4736808,522295,42.78348,-92.72742,No,False,Survey Site
570,Peck Creek,PeCr2,Osterdock,Wadeable,"TMDL,peck project",168,IA 01-TRK-0260_0,Pecks Creek,52b,Clayton,Mississippi,8.876,Cold Water,huc070600040904,4730715,651208,42.71405,-91.15344,N/A,False,Survey Site
571,Silver Creek,SiCr1,Monona,Wadeable,TMDL,192,IA 01-TRK-0381_0,Silver Creek,52b,Clayton,Mississippi,26.953,Warm Water,huc070600040401,4759011,627054,42.97315,-91.4419,N/A,False,Survey Site
572,Unnamed Tributary to Silver Creek,SiCr2,Monona,Headwater,"TMDL,Headwater Reference Study",2055,IA 01-TRK-03815_0,Unnamed Tributary to Silver Creek,52b,Clayton,Mississippi,6.366,Warm Water,huc070600040401,4761464,627233,42.9952,-91.43915,N/A,False,Survey Site
573,Unnamed Tributary to Silver Creek,SiCr3,Monona,Headwater,"TMDL,Headwater Reference Study",2056,IA 01-TRK-03816_0,Unnamed Tributary to Silver Creek,52b,Clayton,Mississippi,8.518,Warm Water,huc070600040401,4763676,625558,43.01539,-91.45919,N/A,False,Survey Site
574,Silver Creek,SiCr4,Luana,Headwater,"TMDL,Headwater Reference Study",2057,IA 01-TRK-0382_0,Silver Creek,52b,Clayton,Mississippi,5.831,Warm Water,huc070600040401,4763823,624722,43.01685,-91.46942,N/A,False,Survey Site
575,Unnamed Tributary to Silver Creek,SiCr5,Luana,Headwater,"TMDL,Headwater Reference Study",2058,IA 01-TRK-03817_0,Unnamed Tributary to UT to Silver Creek,52b,Clayton,Mississippi,3.6,Warm Water,huc070600040401,4766712,626968,43.04248,-91.4412,N/A,False,Survey Site
578,Unnamed Tributary to Yellow River,YeRi2,Castalia,Headwater,"TMDL,Headwater Reference Study",2059,IA 01-YEL-0170_0,Unnamed Tributary to Yellow River,52b,Winneshiek,Mississippi,3.681,Warm Water,huc070600010901,4776973,610993,43.13736,-91.63522,N/A,False,Survey Site
579,Yellow River,YeRi3,Castalia,Wadeable,TMDL,437,IA 01-YEL-0080_3,Yellow River,52b,Winneshiek,Mississippi,13.162,Warm Water,huc070600010901,4777268,609405,43.14025,-91.65468,N/A,False,Survey Site
580,Yellow River,YeRi4,Castalia,Wadeable,TMDL,437,IA 01-YEL-0080_3,Yellow River,52b,Winneshiek,Mississippi,9.574,Warm Water,huc070600010901,4777355,607550,43.1413,-91.67747,N/A,False,Survey Site
581,Yellow River,YeRi5,Castalia,Headwater,"TMDL,Headwater Reference Study",2060,IA 01-YEL-0081_0,Yellow River,52b,Winneshiek,Mississippi,6.473,Warm Water,huc070600010901,4777936,605398,43.14683,-91.70382,N/A,False,Survey Site
582,Crane Creek,REMAP #186,Riceville,Wadeable,REMAP,213,IA 01-TRK-0440_4,Crane Creek,47c,Howard,Mississippi,24.183,Warm Water,huc070600040101,4800299,548963,43.35395,-92.3958,No,False,Survey Site
583,North Fabius River,REMAP #187,Moulton,Wadeable,REMAP,992,IA 04-FAB-0010_0,North Fabius River,40a,Davis,Mississippi,22.513,Warm Water,huc071100020102,4498816,537358,40.63934,-92.55819,N/A,False,Survey Site
584,Plum Creek,REMAP #188,Earlville,Wadeable,REMAP,46,IA 01-MAQ-0220_1,Plum Creek,47c,Delaware,Mississippi,38.061,Warm Water,huc070600060102,4704600,643833,42.48039,-91.25005,No,False,Survey Site
585,Troublesome Creek,REMAP #190,Brayton,Wadeable,REMAP,1436,IA 05-NSH-0060_0,Troublesome Creek,47e,Cass,Missouri,74.238,Warm Water,huc102400030103,4594315,344928,41.48545,-94.85752,N/A,True,Survey Site
586,Silver Creek,REMAP #191,Malvern,Wadeable,REMAP,1452,IA 05-NSH-0110_2,Silver Creek,47e,Mills,Missouri,249.567,Warm Water,huc102400020607,4541665,281950,40.99703,-95.59245,N/A,False,Survey Site
587,North Fork Maquoketa River,REMAP #192,Maquoketa,Wadeable,REMAP,88,IA 01-NMQ-0010_1,North Fork Maquoketa River,47f,Jackson,Mississippi,563.272,Warm Water,huc070600060804,4668140,694025,42.14136,-90.65206,N/A,False,Survey Site
588,Unnamed Tributary to East Long Creek,REMAP #193,Osceola,Headwater,"REMAP,Headwater Reference Study",2072,IA 05-GRA-01215_0,Unnamed Tributary to East Long Creek,40a,Clarke,Missouri,2.503,Warm Water,huc102801020301,4536875,424212,40.97952,-93.90086,N/A,False,Survey Site
589,Skunk River,REMAP #194,Burlington,Non-wadeable,REMAP,889,IA 03-SKU-0010_1,Skunk River,72d,Des Moines,Mississippi,4342.091,Warm Water,huc070801071006,4510122,650892,40.72821,-91.21319,N/A,False,Survey Site
590,Indian Creek,REMAP #195,Gilbertville,Headwater,"REMAP,Headwater Reference Study",540,IA 02-CED-0340_1,Indian Creek,47c,Black Hawk,Mississippi,14.125,Warm Water,huc070802050903,4696954,568427,42.42188,-92.16824,No,False,Survey Site
591,Volga River,REMAP #196,Littleport,Wadeable,REMAP,289,IA 01-VOL-0010_1,Volga River,52b,Clayton,Mississippi,364.491,Warm Water,huc070600040608,4734905,633923,42.75498,-91.36344,N/A,False,Survey Site
592,Four Mile Creek,REMAP #197,Algona,Headwater,"REMAP,Headwater Reference Study",979,IA 04-EDM-0050_0,Fourmile Creek,47b,Kossuth,Mississippi,27.244,Warm Water,huc071000030803,4764365,394254,43.02461,-94.29787,Yes,False,Survey Site
593,Unnamed Tributary to South Fork Middle River,REMAP #198,Adair,Headwater,"REMAP,Headwater Reference Study",2046,IA 04-LDM-02998_0,Unnamed Tributary to UT South Fork Middle River,47f,Adair,Missouri,4.312,Warm Water,huc071000080602,4595712,367086,41.50201,-94.59251,N/A,False,Survey Site
594,Unnamed Tributary to Dry Branch Turkey River,REMAP #200,Fort Atkinson,Headwater,"REMAP,Headwater Reference Study",2047,IA 01-TRK-04185_0,Unnamed Tributary to Dry Branch,52b,Fayette,Mississippi,3.32,Warm Water,huc070600040701,4770581,596288,43.08183,-91.8171,N/A,False,Survey Site
595,Cedar Creek,REMAP #201,Marysville,Wadeable,REMAP,1054,IA 04-LDM-0170_0,Cedar Creek,40a,Marion,Mississippi,238.785,Warm Water,huc071000090308,4559550,505831,41.18728,-92.93046,N/A,False,Survey Site
596,Des Moines River,REMAP #202,Farmington,Non-wadeable,REMAP,1003,IA 04-LDM-0010_2,Des Moines River,40a,Van Buren,Mississippi,14214.156,Warm Water,huc071000091209,4494860,608687,40.5974,-91.71547,N/A,False,Survey Site
598,West Nodaway River,REMAP #204,Shambaugh,Wadeable,REMAP,1389,IA 05-NOD-0020_0,Nodaway River (aka West Nodaway R.),47f,Page,Missouri,778.756,Warm Water,huc102400090703,4506718,329610,40.69376,-95.01663,N/A,False,Survey Site
599,Yellow River,REMAP #205,Waukon,Wadeable,REMAP,435,IA 01-YEL-0080_1,Yellow River,52b,Allamakee,Mississippi,114.502,Warm Water,huc070600010905,4779621,626265,43.1588,-91.4469,N/A,False,Survey Site
600,Cedar River,REMAP #206,West Branch,Non-wadeable,REMAP,450,IA 02-CED-0020_1,Cedar River,47f,Cedar,Mississippi,7243.341,Warm Water,huc070802060803,4610251,654508,41.62903,-91.14513,N/A,False,Survey Site
601,Wapsipinicon River,REMAP #207,Central City,Non-wadeable,REMAP,340,IA 01-WPS-0020_1,Wapsipinicon River,47c,Linn,Mississippi,1306.165,Warm Water,huc070801021003,4668667,629707,42.15939,-91.42991,No,False,Survey Site
