MONIT_STATION_SEQ_NO,DTRSQQ_CODE,COUNTY_CODE,COUNTY_NAME,WBIC,OFFICIAL_WATERBODY_NAME,REGION_CODE,WSHED_CODE,GMU_CODE,WMU_CODE,HUC_CODE,ECO_REGION_CODE,STREAM_ORDER_NO,NATURAL_COMMUNITY,TEMPERATURE_CLASS,HYDRO_ID,CALC_LL_LAT_DD_AMT,CALC_LL_LONG_DD_AMT
26064723,NA,34,Langlade,338200,Unnamed,NO,WR16,HW,WR,04030202,51,2,COLDWATER,Cold,200144511,45.077576,-89.06362
19399038,NA,35,Lincoln,1494700,Copper River,NO,UW31,HW,UW,07070002,51,"5, 5",COOL-WARM MAINSTEM,Cool,600084182,45.20609,-89.78635
19399237,NA,35,Lincoln,1497900,New Wood River,NO,UW32,HW,UW,07070002,50,"4, 4",COOL-WARM MAINSTEM,Cool,600089704,45.24183,-89.81243
5740,431061533,35,Lincoln,1493800,Devil Creek,NO,CW28,HW,CW,07070002,51,4,COOL-COLD HEADWATER,Cool,"600029260, 200149610, 600003205",45.1657934,-89.7339627
104283,439171543,19,Florence,650300,Pine River,NO,GB16,HW,GB,04030108,50,"4, 4",COOL-WARM MAINSTEM,Cool,"600012148, 200209909",45.853394,-88.35079
25583965,NA,34,Langlade,330600,West Branch Red River,NO,WR16,HW,WR,04030202,51,2,COOL-COLD MAINSTEM,Cool-Cold,200142363,45.04453,-89.08921
25584116,NA,34,Langlade,387300,Pickerel Creek,NO,WR19,HW,WR,04030202,50,3,WARM MAINSTEM,Warm,"600023337, 200162518",45.396835,-88.96406
151004,438131222,21,Forest,671400,North Branch Popple River,NO,GB17,HW,GB,04030108,50,2,COOL-WARM HEADWATER,Cool-Warm,200180862,45.79197,-88.82059
25583983,NA,35,Lincoln,1503200,Little Pine Creek,NO,UW33,HW,UW,07070002,50,3,COOL-WARM MAINSTEM,Cool-Warm,200209671,45.396534,-89.61625
25583930,NA,21,Forest,683100,Lilypad Creek,NO,GB16,HW,GB,04030108,50,2,COOL-WARM HEADWATER,Cool-Warm,200186578,45.936096,-88.7706
25591389,NA,34,Langlade,370900,Lily River,NO,WR19,HW,WR,04030202,50,4,COOL-WARM MAINSTEM,Cool-Warm,200159648,45.351105,-88.831154
25583901,NA,21,Forest,710200,Gaspardo Creek,NO,GB18,HW,GB,04030106,50,2,COOL-WARM HEADWATER,Cool-Warm,200211335,45.96779,-88.7418
25591412,NA,34,Langlade,357400,Evergreen River,NO,WR18,HW,WR,04030202,51,3,COOL-COLD MAINSTEM,Cool-Cold,200147239,45.13641,-88.801414
25584249,NA,34,Langlade,359200,Elton Creek,NO,WR18,HW,WR,04030202,51,2,COLDWATER,Cold,200212183,45.152515,-88.87145
25583948,NA,34,Langlade,352500,Drew Creek,NO,WR17,HW,WR,04030202,51,"2, 3",COLDWATER,Cold,200148026,45.131878,-88.90052
150917,431083243,35,Lincoln,1471300,Big Cain Creek,NO,CW27,HW,CW,07070002,51,"2, 2",COLDWATER,Cold,200146842,45.1198,-89.51627
19336362,NA,34,Langlade,480900,South Branch Oconto River,NO,GB06,HW,GB,04030104,50,3,COOL-COLD MAINSTEM,Cool-Cold,200151792,45.190044,-88.68199
101978,226112632,17,Dunn,2119000,Rock Creek,WC,LC24,LC,LC,07050005,52,"4, 4",COOL-COLD MAINSTEM,Cool-Cold,200121158,44.703476,-91.69042
1414,NA,6,Buffalo,1774900,Keller Creek,WC,BT01,BT,BT,07040005,52,2,COOL-COLD HEADWATER,Cool-Cold,200084518,44.221767,-91.587234
19239945,NA,6,Buffalo,1774700,Doelle Creek,WC,BT01,BT,BT,07040005,52,3,COOL-COLD HEADWATER,Cool-Cold,200081910,44.18925,-91.62168
100956,225162642,48,Pierce,2440700,Unnamed,WC,LC22,LC,LC,07040001,52,2,COLDWATER,Cold,200116176,44.61843,-92.283485
100949,225163411,48,Pierce,2440700,Unnamed,WC,LC22,LC,LC,07040001,52,3,COLDWATER,Cold,200115734,44.611206,-92.30159
100939,NA,48,Pierce,2440700,Unnamed,WC,LC22,LC,LC,07040001,52,3,COLDWATER,Cold,200115392,44.61012,-92.320854
9363338,NA,47,Pepin,2438900,Bogus Creek,NA,LC22,NA,LC,07040001,52,3,COLDWATER,Cold,200105706,44.467712,-92.20624
100742,NA,47,Pepin,2061900,Bear Creek,WC,LC01,LC,LC,07050005,52,4,COOL-WARM MAINSTEM,Cool-Warm,200114646,44.606792,-91.8731
10177,230170822,56,Saint Croix,2606900,Willow River,WC,SC03,SC,SC,07030005,51,5,COOL-COLD MAINSTEM,Cool,"600091507, 200147896",45.1052987,-92.4777664
101083,224142742,47,Pepin,2051300,Plum Creek,WC,LC02,LC,LC,07050005,52,"4, 4",COOL-COLD MAINSTEM,Cool,"600045332, 200109918",44.52956,-92.06081
101982,225100844,18,Eau Claire,2119000,Rock Creek,WC,LC24,LC,LC,07050005,52,"3, 3",COOL-COLD HEADWATER,Cool-Cold,200118053,44.655716,-91.609856
3461,226111541,17,Dunn,2119000,Rock Creek,WC,LC24,LC,LC,07050005,52,4,COOL-WARM MAINSTEM,Cool-Warm,200123579,44.7329839,-91.6918046
3442,226141331,17,Dunn,2055000,Eau Galle River,WC,LC03,LC,LC,07050005,52,5,COOL-COLD MAINSTEM,Cool,"600039731, 200123671",44.73318,-92.02434
51172,227122511,17,Dunn,2118300,Muddy Creek,WC,LC13,LC,LC,07050005,52,4,WARM MAINSTEM,Warm,NA,44.7962232,-91.7716342
3473,229141733,17,Dunn,2067200,North Branch Wilson Creek,WC,LC04,LC,LC,07050007,52,"3, 3",COLDWATER,Cold,200139578,44.988812,-92.1155213
102993,230140511,17,Dunn,2070100,South Fork Hay River,WC,LC06,LC,LC,07050007,51,"4, 4",COOL-COLD MAINSTEM,Cool-Cold,200148002,45.1185,-92.09592
3551,226051041,18,Eau Claire,2145400,North Fork Eau Claire River,WC,LC17,LC,LC,07050006,51,5,WARM MAINSTEM,Warm,"600040240, 200123659",44.7482211,-90.9666148
102295,228050144,9,Chippewa,2146000,Wolf River,WC,LC17,LC,LC,07050006,51,"4, 4",COOL-COLD MAINSTEM,Cool,"200134930, 600035208",44.93029,-90.9229
23028753,NA,27,Jackson,1829700,North Fork Buffalo River,WC,BT08,BT,BT,07040003,52,3,COOL-COLD HEADWATER,Cool-Cold,200112059,44.58045,-91.03375
23068309,NA,62,Trempealeau,1792200,Irvin Creek,WC,BT02,BT,BT,07040005,52,3,COOL-COLD HEADWATER,Cool-Cold,200094025,44.337753,-91.33499
23028730,NA,62,Trempealeau,1769900,Trempealeau River,WC,BT02,BT,BT,07040005,52,5,COOL-WARM MAINSTEM,Cool,"600091279, 200212063",44.349567,-91.29196
23028741,NA,62,Trempealeau,1827100,South Fork Buffalo River,WC,BT08,BT,BT,07040003,52,4,COLDWATER,Cold,200111764,44.571175,-91.20613
1921,NA,9,Chippewa,2154500,Yellow River,WC,LC19,LC,LC,07050005,51,5,COOL-WARM MAINSTEM,Cool,"600090325, 200137383",44.97332,-91.09041
28449885,NA,9,Chippewa,2168900,O'Neil Creek,WC,LC21,LC,LC,07050005,51,"4, 4",COOL-WARM MAINSTEM,Cool,600033115,45.0875,-91.38278
102917,231053343,9,Chippewa,2154500,Yellow River,WC,LC19,LC,LC,07050005,50,5,COOL-WARM MAINSTEM,Cool,"200211866, 600090325",45.122803,-90.99713
23068279,NA,47,Pepin,1820600,Unnamed,WC,BT07,BT,BT,07040003,52,2,COOL-COLD HEADWATER,Cool-Cold,200115329,44.607517,-91.7445
153666,NA,47,Pepin,1819300,Harvey Creek,WC,BT07,BT,BT,07040003,52,3,COOL-COLD HEADWATER,Cool-Cold,200114440,44.606674,-91.740524
153329,224111023,6,Buffalo,1819300,Harvey Creek,WC,BT07,BT,BT,07040003,52,"4, 4",COOL-COLD MAINSTEM,Cool-Cold,200112654,44.576366,-91.710754
153327,224111511,6,Buffalo,1819300,Harvey Creek,WC,BT07,BT,BT,07040003,52,"4, 4",COOL-COLD MAINSTEM,Cool-Cold,200111948,44.567665,-91.69176
51236,NA,6,Buffalo,1810300,Little Waumandee Creek,WC,BT06,BT,BT,07040003,52,3,COOL-COLD HEADWATER,Cool-Cold,200100059,44.41059,-91.70854
50102,221122542,6,Buffalo,1810200,Unnamed,WC,BT06,BT,BT,07040003,52,"2, 2",COOL-COLD HEADWATER,Cool-Cold,200087965,44.2691149,-91.7779506
101610,221113121,6,Buffalo,1810200,Unnamed,WC,BT06,BT,BT,07040003,52,2,COOL-COLD HEADWATER,Cool-Cold,200087583,44.26095,-91.76643
23068238,NA,6,Buffalo,1776000,Unnamed,WC,BT02,BT,BT,07040005,52,4,COOL-COLD HEADWATER,Cool-Cold,200090213,44.3023,-91.554344
50030,222100841,6,Buffalo,1813100,Unnamed,WC,BT06,BT,BT,07040003,52,3,COOL-COLD HEADWATER,Cool-Cold,200099173,44.3973409,-91.6132394
101712,NA,6,Buffalo,1811200,Unnamed,WC,BT06,BT,BT,07040003,52,2,COLDWATER,Cold,200098198,44.38234,-91.750534
23068271,NA,6,Buffalo,1813600,Unnamed,WC,BT06,BT,BT,07040003,52,2,COLDWATER,Cold,200087145,44.26067,-91.81994
23068249,NA,6,Buffalo,1813600,Unnamed,WC,BT06,BT,BT,07040003,52,2,COOL-COLD HEADWATER,Cool-Cold,200086096,44.25156,-91.85205
1368,NA,6,Buffalo,1813900,Buffalo River,WC,BT07,BT,BT,07040003,52,5,WARM MAINSTEM,Warm,"600091240, 200111274",44.561775,-91.670746
50766,414180812,20,Fond du Lac,139100,Unnamed,NE,UF02,UF,UF,04030203,53,NA,COOL-WARM HEADWATER,Cool-Warm,200054267,43.70386,-88.368614
8099426,415172531,20,Fond du Lac,138700,De Neveu Creek,NE,UF02,UF,UF,04030203,53,1,COOL-WARM HEADWATER,Cool-Warm,200055876,43.74024,-88.41178
102995,NA,20,Fond du Lac,139100,Unnamed,NE,UF02,UF,UF,04030203,53,3,COOL-COLD HEADWATER,Cool-Cold,200055627,43.718727,-88.39797
20731828,NA,60,Sheboygan,62400,Unnamed,SE,SH06,SH,SH,04030101,53,2,COOL-WARM HEADWATER,Cool-Warm,200057559,43.763927,-87.78052
101496,228111311,17,Dunn,2121700,Unnamed,WC,LC13,LC,LC,07050005,51,"3, 3",COLDWATER,Cold,200134278,44.911705,-91.65071
101954,225090924,18,Eau Claire,2124700,Graham Creek,WC,LC24,LC,LC,07050005,52,"2, 2",COOL-WARM HEADWATER,Cool-Warm,200118428,44.66451,-91.47879
103737,226051722,18,Eau Claire,2134900,Whippoorwill Creek,WC,LC15,LC,LC,07050006,51,"2, 2",COOL-WARM HEADWATER,Cool-Warm,200123598,44.740818,-91.01845
101994,226103141,18,Eau Claire,2120300,Coon Creek,WC,LC24,LC,LC,07050005,52,"3, 3",COOL-WARM HEADWATER,Cool-Warm,200120322,44.690586,-91.63286
22868515,NA,18,Eau Claire,5014606,Unnamed,WC,LC24,LC,LC,07050005,52,1,COOL-WARM HEADWATER,Cool-Warm,200119916,44.68512,-91.48313
22868524,NA,18,Eau Claire,2134400,Unnamed,WC,LC15,LC,LC,07050006,51,1,COOL-WARM HEADWATER,Cool-Warm,200129636,44.84338,-91.04322
153717,405062844,13,Dane,907900,Kittleson Valley Creek,SC,SP05,GP,SP,07090003,52,"3, 4",COOL-COLD MAINSTEM,Cool-Cold,200212336,42.87291,-89.78388
153716,405062741,13,Dane,907900,Kittleson Valley Creek,SC,SP05,GP,SP,07090003,52,"2, 2",COLDWATER,Cold,200016227,42.87681,-89.76425
153718,405063212,13,Dane,907900,Kittleson Valley Creek,SC,SP05,GP,SP,07090003,52,"4, 4",COOL-COLD MAINSTEM,Cool-Cold,200015941,42.87037,-89.8088
103849,405063034,13,Dane,907900,Kittleson Valley Creek,SC,SP05,GP,SP,07090003,52,"4, 4",COOL-COLD MAINSTEM,Cool-Cold,200016180,42.873722,-89.83051
26988357,NA,36,Manitowoc,87000,West Twin River,NE,TK01,LK,TK,04030101,53,5,COOL-WARM MAINSTEM,Cool,"200086241, 600090261",44.240097,-87.70544
29531690,NA,57,Sauk,1286700,Crossman Creek,SC,LW23,LW,LW,07070004,52,3,COOL-COLD MAINSTEM,Cool-Cold,200050992,43.634045,-90.16546
29531678,NA,57,Sauk,1295200,Dell Creek,SC,LW26,LW,LW,07070003,52,3,COOL-COLD MAINSTEM,Cool-Cold,200049190,43.6031,-89.90438
29531667,NA,57,Sauk,5030155,Unnamed,SC,LW26,LW,LW,07070003,52,2,COOL-WARM HEADWATER,Cool-Warm,200046554,43.54904,-89.81131
29531646,NA,53,Richland,5032831,Unnamed,SC,LW14,LW,LW,07070005,52,1,COLDWATER,Cold,200035278,43.312145,-90.21351
29531612,NA,53,Richland,1215600,Mill Creek,SC,LW10,LW,LW,07070005,52,4,COOL-COLD MAINSTEM,Cool-Cold,200210404,43.270916,-90.50471
29531590,NA,53,Richland,1234600,Bear Creek,SC,LW14,LW,LW,07070005,52,4,COOL-WARM MAINSTEM,Cool-Warm,200032448,43.23493,-90.22877
29531548,NA,25,Iowa,1245200,Canyon Park Creek,SC,LW15,LW,LW,07070005,52,3,COOL-COLD HEADWATER,Cool-Cold,200022085,42.99694,-90.04017
29531536,406030632,25,Iowa,1238300,Flint Creek,SC,LW11,NA,LW,07070005,52,3,COOL-COLD HEADWATER,Cool-Cold,200023672,43.0253823,-90.191195
29525062,NA,22,Grant,1205600,Crooked Creek,SC,LW07,LW,LW,07070005,52,4,COOL-COLD MAINSTEM,Cool-Cold,200026032,43.087807,-90.69103
25615607,NA,22,Grant,1181600,Millville Creek,SC,LW01,LW,LW,07070005,52,4,COOL-COLD MAINSTEM,Cool-Cold,200024072,43.039593,-90.94056
9659,212022042,53,Richland,1192700,Camp Creek,SC,LW05,LW,LW,07070006,52,4,COOL-COLD MAINSTEM,Cool-Cold,200212463,43.4996157,-90.63414
13288,421130344,69,Waupaca,257400,Waupaca River,NE,WR05,WR,WR,04030202,51,NA,COOL-WARM MAINSTEM,COOL,600085390,44.3160746,-88.9049574
13396,421130412,69,Waupaca,257400,Waupaca River,NE,WR05,WR,WR,04030202,51,5,COOL-WARM MAINSTEM,Cool,"200092347, 600085390",44.328827,-88.92656
22979005,NA,59,Shawano,301300,North Branch Embarrass River,NE,WR09,WR,WR,04030202,51,"4, 4",COOL-WARM MAINSTEM,Cool,"600039412, 200127574",44.808517,-88.909584
15899637,NA,69,Waupaca,272600,South Branch Little Wolf River,NE,WR08,WR,WR,04030202,51,4,COOL-COLD MAINSTEM,Cool,600092022,44.43861,-89.12857
14900368,NA,43,Oconto,519900,McDonald Creek,NE,GB08,UG,GB,04030105,51,2,COOL-WARM HEADWATER,Cool-Warm,200144014,45.04837,-88.15092
153215,425122912,69,Waupaca,272400,Little Wolf River,NE,WR07,WR,WR,04030202,51,"4, 4",COOL-WARM MAINSTEM,Cool,600043473,44.61868,-89.07201
13503,419121021,70,Waushara,247800,Pine River,NE,WR02,WR,WR,04030202,51,4,COOL-WARM MAINSTEM,Cool-Warm,200077792,44.1411674,-89.0589291
13413,425111324,69,Waupaca,285600,Comet Creek,NE,WR07,WR,WR,04030202,51,3,COOL-WARM MAINSTEM,Cool-Warm,200116926,44.646229,-89.1123951
10737,427111244,59,Shawano,310700,Middle Br Embarrass River,NE,WR11,WR,WR,04030202,51,3,COOL-WARM MAINSTEM,COOL,600039280,44.8296927,-89.1029811
7797,430193522,43,Oconto,518400,Messenger Creek,NE,GB08,UG,GB,04030105,51,2,WARM HEADWATER,Warm,200142861,45.037389,-88.1610463
6772,414082821,39,Marquette,173800,Neenah Creek,NE,UF14,UF,UF,04030201,51,"4, 3",COOL-COLD MAINSTEM,Cool-Cold,200052214,43.6688396,-89.5566458
25974204,NA,38,Marinette,611400,Wausaukee River,NE,GB13,UG,GB,04030108,50,4,COOL-WARM MAINSTEM,Cool-Warm,200161730,45.373753,-87.92443
50982,429170313,43,Oconto,480900,South Branch Oconto River,NE,GB06,UG,GB,04030104,50,NA,COOL-WARM MAINSTEM,Cool,"600090938, 200141335",45.0218075,-88.4163107
101894,416092242,39,Marquette,164900,Klawitter Creek,NE,UF13,UF,UF,04030201,51,"4, 4",COOL-WARM MAINSTEM,Cool-Warm,200060247,43.85311,-89.4103
100336,420240914,36,Manitowoc,84000,East Twin River,NE,TK02,LK,TK,04030101,53,"5, 5",WARM MAINSTEM,Warm,"200208939, 600091238",44.221325,-87.62305
4359,414111712,24,Green Lake,160000,Belle Fountain Creek,NE,UF11,UF,UF,04030201,53,3,COOL-WARM MAINSTEM,Cool-Warm,200053674,43.6992694,-89.2130124
31413715,NA,45,Outagamie,292100,Bear Creek,NE,WR09,WR,WR,04030202,51,3,COOL-WARM HEADWATER,Cool-Warm,200109071,44.53148,-88.711876
31413704,NA,69,Waupaca,292100,Bear Creek,NE,WR09,WR,WR,04030202,51,3,WARM HEADWATER,Warm,200109887,44.54542,-88.75227
30677088,NA,69,Waupaca,272600,South Branch Little Wolf River,NE,WR08,WR,WR,04030202,51,4,COOL-COLD MAINSTEM,Cool,"600047545, 200103873",44.464222,-89.153336
30650692,NA,24,Green Lake,146700,Dakin Creek,NE,UF07,UF,UF,04030201,53,2,COLDWATER,Cold,200059005,43.82208,-88.90738
1700,418192532,8,Calumet,77900,South Branch Manitowoc River,NE,MA05,LK,MA,04030101,53,3,COOL-WARM MAINSTEM,Cool,"600089719, 200212055",43.9998275,-88.1787587
32178288,207041643,12,Crawford,1179900,Wisconsin River,WC,LW08,LW,LW,07070005,52,NA,NA,NA,600091268,43.077362,-90.85314
32178396,403121512,54,Rock,788800,Rock River,SC,LR05,LR,LR,07090002,53,NA,NA,NA,600089753,42.72897,-89.059166
32178372,409070723,13,Dane,1179900,Wisconsin River,SC,LW18,LW,LW,07070005,52,NA,NA,NA,600091268,43.27128,-89.71767
32178362,409070732,13,Dane,1179900,Wisconsin River,SC,LW18,LW,LW,07070005,52,NA,NA,NA,600091268,43.270496,-89.718445
32178352,409061321,57,Sauk,1179900,Wisconsin River,SC,LW18,LW,LW,07070005,52,NA,NA,NA,600091268,43.261528,-89.72964
32178342,409062313,13,Dane,1179900,Wisconsin River,SC,LW18,LW,LW,07070005,52,7,NA,NA,200032434,43.245583,-89.748505
32178331,409062321,13,Dane,1179900,Wisconsin River,SC,LW18,LW,LW,07070005,52,7,NA,NA,NA,43.24657,-89.752174
32178321,408010512,53,Richland,1179900,Wisconsin River,SC,LW10,LW,LW,07070005,52,NA,NA,NA,600091268,43.20334,-90.396
32178311,408010511,25,Iowa,1179900,Wisconsin River,SC,LW09,LW,LW,07070005,52,NA,NA,NA,600091268,43.20261,-90.39425
102559,405131313,28,Jefferson,788800,Rock River,SC,LR11,LR,LR,07090002,53,7,LARGE RIVER,Warm,200017753,42.897224,-88.90168
102528,405141211,28,Jefferson,813500,Bark River,SC,LR13,LR,LR,07090002,53,6,WARM MAINSTEM,Warm,200018804,42.91499,-88.77896
100260,406141014,28,Jefferson,829700,Crawfish River,SC,UR02,UR,UR,07090001,53,6,WARM MAINSTEM,Warm,"600090374, 200022694",43.000767,-88.818596
9814,402123513,54,Rock,788800,Rock River,SC,LR03,LR,LR,07090002,53,7,LARGE RIVER,Warm,"200004014, 600089753",42.5952085,-89.0380809
29521276,NA,16,Douglas,2835300,Nemadji River,NO,LS02,LS,LS,04010301,50,4,COOL-WARM MAINSTEM,Cool,"200204095, 600082593",46.58454,-92.14437
29630907,NA,16,Douglas,2836900,Black River,NO,LS02,LS,LS,04010301,50,4,COOL-WARM MAINSTEM,Cool,"600000858, 200203912",46.578873,-92.14029
29630883,NA,16,Douglas,2843000,Mud Creek,NO,LS02,LS,LS,04010301,50,2,COOL-COLD HEADWATER,Cool-Cold,200203317,46.550278,-92.24752
32159984,414193041,20,Fond du Lac,43500,Unnamed,NE,MI06,MI,MI,04040003,53,3,WARM HEADWATER,Warm,200051873,43.65189,-88.262085
100908,413200111,60,Sheboygan,32200,Chambers Creek,SE,MI05,MI,MI,04040003,53,"2, 2",COLDWATER,Cold,200050956,43.6305,-88.041595
30159820,NA,60,Sheboygan,27100,North Branch Milwaukee River,SE,MI05,MI,MI,04040003,53,1,COOL-COLD HEADWATER,Cool-Cold,200053875,43.686623,-88.03359
10967,414223241,60,Sheboygan,51200,Onion River,SE,SH04,SH,SH,04030101,53,3,COOL-WARM MAINSTEM,Cool-Warm,200051270,43.6381707,-87.8836879
29779275,NA,60,Sheboygan,51800,Unnamed,SE,SH04,SH,SH,04030101,53,2,COOL-COLD HEADWATER,Cool-Cold,200049590,43.597576,-87.89033
29824019,NA,60,Sheboygan,29900,Silver Creek,SE,MI05,MI,MI,04040003,53,2,COOL-WARM HEADWATER,Cool-Warm,200048849,43.568108,-87.96059
29826709,NA,46,Ozaukee,22000,Unnamed,SE,MI04,MI,MI,04040003,53,"2, 1",COOL-WARM HEADWATER,Cool-Warm,200037353,43.35281,-88.04879
100323,415210543,60,Sheboygan,53400,Mullet River,SE,SH05,SH,SH,04030101,53,2,COOL-WARM MAINSTEM,Cool-Warm,200058373,43.792118,-88.01061
29826322,NA,60,Sheboygan,59600,Unnamed,SE,SH03,SH,SH,04030101,53,2,COOL-WARM HEADWATER,Cool-Warm,200061886,43.88705,-88.1406
29826662,NA,67,Washington,852800,Flynn Creek,SE,UR09,UR,UR,07090001,53,3,COLDWATER,Cold,200032397,43.228527,-88.32798
32149236,408180414,68,Waukesha,851400,Little Oconomowoc River,SE,UR09,UR,UR,07090001,53,2,COOL-WARM HEADWATER,Cool-Warm,200211064,43.186203,-88.36307
30974039,NA,46,Ozaukee,50100,Sucker Creek,SE,SH01,SH,SH,04030101,53,3,COOL-COLD HEADWATER,Cool-Cold,200040945,43.423668,-87.83834
30973868,411222834,46,Ozaukee,49500,Sauk Creek,SE,SH01,SH,SH,04030101,53,3,COOL-WARM HEADWATER,Cool-Warm,200039181,43.386604,-87.87263
30974084,NA,60,Sheboygan,62300,Pigeon River,SE,SH06,SH,SH,04030101,53,4,COOL-WARM MAINSTEM,Cool,"200058423, 600062369",43.786865,-87.72792
10175526,NA,16,Douglas,2841400,Balsam Creek,NA,LS02,NA,LS,04010301,50,4,COOL-WARM HEADWATER,Cool-Warm,200203906,46.55773,-92.18507
3046,247151644,16,Douglas,2835300,Nemadji River,NO,LS02,LS,LS,04010301,50,3,COOL-WARM MAINSTEM,Cool-Warm,200203250,46.550087,-92.2473
29630895,NA,16,Douglas,2842800,Clear Creek,NO,LS02,LS,LS,04010301,50,2,COOL-WARM HEADWATER,Cool-Warm,200203463,46.555626,-92.24165
29566822,NA,16,Douglas,3000142,Unnamed,NO,LS01,LS,LS,04010301,50,1,MACROINVERTEBRATE,Cold,200203129,46.546906,-92.08448
32165062,249142342,16,Douglas,5000547,Unnamed,NO,LS01,LS,LS,04010201,50,2,COOL-WARM HEADWATER,Cool-Warm,200206409,46.710815,-92.08275
29526336,NA,16,Douglas,2833400,Unnamed,NO,LS01,LS,LS,04010301,50,3,COOL-COLD HEADWATER,Cool-Cold,200205063,46.632233,-92.066574
3060,246103033,16,Douglas,2861800,Bois Brule River,NO,LS04,LS,LS,04010301,50,3,COOL-COLD MAINSTEM,Cool-Cold,200200344,46.43396,-91.6752
153393,248131821,16,Douglas,2833200,Bluff Creek,NO,LS01,LS,LS,04010301,50,"4, 4",COOL-COLD HEADWATER,Cool-Cold,200205858,46.6475,-92.0488
153401,248130922,16,Douglas,2834600,Bear Creek,NO,LS01,LS,LS,04010301,50,"2, 2",COOL-COLD HEADWATER,Cool-Cold,200205803,46.66197,-92.01548
153387,250061332,4,Bayfield,2881900,Siskiwit River,NO,LS06,LS,LS,04010301,50,"3, 3",COOL-COLD MAINSTEM,Cool-Cold,200207214,46.81032,-91.06763
30150716,250072033,4,Bayfield,2880000,East Fork Cranberry River,NO,LS06,LS,LS,04010301,50,4,COLDWATER,Cold,200207049,46.79046,-91.27564
32158414,401183513,65,Walworth,742700,North Branch Nippersink Creek,SE,FX03,IF,FX,07120006,53,4,COOL-WARM MAINSTEM,Cool-Warm,200000632,42.50531,-88.332085
26053241,249091022,4,Bayfield,2872000,Iron River,NO,LS05,NA,LS,04010301,50,5,COLDWATER,Cold,"600090745, 200206868",46.7466982,-91.4853896
29702383,NA,4,Bayfield,2873600,Townsend Creek,NO,LS05,LS,LS,04010301,50,3,COLDWATER,Cold,200204741,46.62303,-91.38507
26053229,NA,2,Ashland,2906200,Potato River,NO,LS11,LS,LS,04010302,50,5,COOL-COLD MAINSTEM,Cool,"200200876, 600001664",46.46778,-90.587036
380,246033344,2,Ashland,2911900,Marengo River,NO,LS12,LS,LS,04010302,50,6,COOL-COLD MAINSTEM,Cool-Cold,200199686,46.417007,-90.736984
21980187,NA,4,Bayfield,2874200,Muskeg Creek,NO,LS05,LS,LS,04010301,50,4,COLDWATER,Cold,200204908,46.633507,-91.47797
31067757,243071542,4,Bayfield,2689500,Namekagon River,NO,SC22,NA,SC,07030002,50,4,NA,NA,"600091889, 200194386",46.2065928,-91.2257051
29702395,NA,4,Bayfield,2886000,Sioux River,NO,LS07,LS,LS,04010301,50,4,COLDWATER,Cold,200205902,46.688034,-90.95109
29566834,NA,2,Ashland,2913800,Brunsweiler River,NO,LS12,LS,LS,04010302,50,4,COOL-WARM MAINSTEM,Cool-Warm,200199050,46.384537,-90.84
27125417,242143311,7,Burnett,2689500,Namekagon River,NO,SC19,NA,SC,07030002,50,6,LARGE RIVER,Warm,"600009036, 200211032",46.0834902,-92.1147815
27125292,NA,7,Burnett,2670300,Yellow River,NO,SC14,SC,SC,07030001,50,NA,LARGE RIVER,Warm,600007708,46.01237,-92.35775
26988536,NA,49,Polk,2636000,Trade River,NO,SC10,SC,SC,07030005,50,4,COOL-WARM MAINSTEM,Cool-Warm,200172807,45.598705,-92.76747
10115379,233192724,49,Polk,2632700,Osceola Creek,NO,SC08,SC,SC,07030005,51,2,COLDWATER,Cold,200159408,45.319176,-92.70553
102131,407061911,13,Dane,1251400,Ryan Creek,SC,LW15,LW,LW,07070005,52,"3, 3",COLDWATER,Cold,200025510,43.072643,-89.821846
101591,405062842,13,Dane,908500,Pleasant Valley Br,SC,SP05,GP,SP,07090003,52,"4, 4",COLDWATER,Cold,200016650,42.87656,-89.78687
25702458,NA,13,Dane,909200,German Valley Br,SC,SP05,GP,SP,07090003,52,3,COOL-COLD HEADWATER,Cool-Cold,200020398,42.953068,-89.80331
50638,405071814,13,Dane,887000,Primrose Br,SC,SP16,GP,SP,07090004,52,3,COLDWATER,Cold,200018288,42.90922,-89.702934
101910,405062222,13,Dane,908500,Pleasant Valley Br,SC,SP05,GP,SP,07090003,52,"3, 3",COLDWATER,Cold,200018094,42.8991,-89.77673
103866,406063134,13,Dane,907300,Gordon Creek,SC,SP05,GP,SP,07090003,52,3,COLDWATER,Cold,200020126,42.945923,-89.82936
29880961,NA,22,Grant,945000,Unnamed,SC,GP03,GP,GP,07060003,52,1,COOL-COLD HEADWATER,Cool-Cold,200005868,42.637302,-90.47123
151038,203013522,22,Grant,944500,Blockhouse Creek,SC,GP03,GP,GP,07060003,52,"3, 3",COOL-COLD HEADWATER,Cool-Cold,200008159,42.69625,-90.4623
14869582,NA,22,Grant,944800,French Creek,SC,GP03,GP,GP,07060003,52,3,COOL-COLD HEADWATER,Cool-Cold,200006433,42.653526,-90.50099
29996419,NA,22,Grant,944600,Snowden Br,SC,GP03,GP,GP,07060003,52,3,COOL-COLD MAINSTEM,Cool-Cold,200006337,42.6551,-90.54157
4170,202010914,22,Grant,944600,Snowden Br,SC,GP03,GP,GP,07060003,52,2,COOL-COLD HEADWATER,Cool-Cold,200006944,42.6632702,-90.4891527
