MONIT_STATION_SEQ_NO,DTRSQQ_CODE,COUNTY_CODE,COUNTY_NAME,WBIC,OFFICIAL_WATERBODY_NAME,REGION_CODE,WSHED_CODE,GMU_CODE,WMU_CODE,HUC_CODE,ECO_REGION_CODE,STREAM_ORDER_NO,NATURAL_COMMUNITY,TEMPERATURE_CLASS,HYDRO_ID,CALC_LL_LAT_DD_AMT,CALC_LL_LONG_DD_AMT
23042177,NA,70,Waushara,256300,Magdanz Creek,NE,WR03,WR,WR,04030202,51,3,COOL-WARM HEADWATER,Cool-Warm,200083920,44.228867,-89.041336
23042168,NA,70,Waushara,256200,Austin Creek,NE,WR03,WR,WR,04030202,51,-1,COOL-COLD HEADWATER,Cool,200084034,44.229256,-89.04165
23042194,NA,70,Waushara,255700,Hatton Creek,NE,WR03,WR,WR,04030202,51,3,COOL-WARM HEADWATER,Cool-Warm,200084020,44.230072,-89.00604
37725172,418153134,71,Winnebago,140700,Waukau Creek,NE,UF05,UF,UF,04030201,53,4,WARM HEADWATER,Warm,200208878,43.983723,-88.75886
37726420,432152441,43,Oconto,488500,Second S Br Oconto River,NE,GB06,UG,GB,04030104,50,"3, 2",COOL-COLD HEADWATER,Cool-Cold,200154206,45.23763,-88.55861
37726024,431160143,43,Oconto,459700,Hines Creek,NE,GB05,UG,GB,04030104,50,2,COOL-COLD HEADWATER,Cool-Cold,200151873,45.190266,-88.44224
37726407,431150111,43,Oconto,488500,Second S Br Oconto River,NE,GB06,UG,GB,04030104,50,3,COOL-WARM MAINSTEM,Cool-Warm,200153754,45.201885,-88.55761
101574,423211942,5,Brown,118400,Bower Creek,NE,LF01,LF,LF,04030204,53,"4, 4",COOL-WARM HEADWATER,Cool-Warm,200103825,44.45179,-87.99543
37725402,422220732,5,Brown,89600,Twin Hill Creek,NE,TK01,LK,TK,04030101,53,1,COOL-WARM HEADWATER,Cool-Warm,200099628,44.389732,-87.88616
37725418,422212533,5,Brown,5020187,Unnamed,NE,TK01,LK,TK,04030101,53,2,MACROINVERTEBRATE,Cool-Cold,200095908,44.34216,-87.904854
37725448,422222723,5,Brown,89100,Unnamed,NE,TK01,LK,TK,04030101,53,1,COOL-WARM HEADWATER,Cool-Warm,200096221,44.349552,-87.8251
2874,NA,15,Door,94800,Ahnapee River,NE,TK04,LK,TK,04030102,51,2,WARM HEADWATER,Warm,200125241,44.74771,-87.53657
6789,NA,39,Marquette,167100,Lawrence Creek,NE,UF13,UF,UF,04030201,51,1,COLDWATER,Cold,200062254,43.894688,-89.56994
37725333,420190733,8,Calumet,127000,Unnamed,NE,LF03,LF,LF,04030204,53,2,MACROINVERTEBRATE,Cool-Warm,200084036,44.21509,-88.282936
37725061,418192711,8,Calumet,81500,Stony Brook,NE,MA05,LK,MA,04030101,53,2,COOL-WARM HEADWATER,Cool-Warm,200068689,44.006836,-88.20652
37725371,417212111,36,Manitowoc,57700,Unnamed,NE,SH03,SH,SH,04030101,53,1,COOL-WARM HEADWATER,Cool-Warm,200064222,43.93251,-87.9836
37727158,418212632,36,Manitowoc,5025176,Unnamed,NE,MA02,LK,MA,04030101,53,1,COOL-COLD HEADWATER,Cool-Cold,200068523,43.997643,-87.957664
6024,419230814,36,Manitowoc,71300,Branch River,NE,MA03,LK,MA,04030101,53,4,WARM MAINSTEM,Warm,"600091244, 200078757",44.13478,-87.76542
37726087,421242513,36,Manitowoc,5020832,Unnamed,NE,TK02,LK,TK,04030101,53,3,COOL-WARM HEADWATER,Cool-Warm,200088237,44.265465,-87.5284
30650764,NA,70,Waushara,245000,Cedar Spring Creek,NE,WR02,WR,WR,04030202,51,2,COOL-WARM HEADWATER,Cool-Warm,200072644,44.086742,-89.07207
13523,418111221,70,Waushara,245400,Bruce Creek,NE,WR02,WR,WR,04030202,51,2,WARM MAINSTEM,Warm,200070377,44.054283,-89.14269
13542,420113223,70,Waushara,243700,Willow Creek,NE,WR02,WR,WR,04030202,51,1,COOL-COLD MAINSTEM,Cool-Cold,200079117,44.1659531,-89.2275133
37726010,433202731,38,Marinette,526000,Middle Inlet,NE,GB09,UG,GB,04030105,50,4,COOL-WARM MAINSTEM,Cool-Warm,200158048,45.29798,-87.9937
37725909,434202642,38,Marinette,611500,Little Wausaukee Creek,NE,GB13,UG,GB,04030108,50,1,COOL-COLD MAINSTEM,Cool-Cold,200162735,45.386696,-87.96627
103399,436171441,38,Marinette,631000,Camp F Creek,NE,GB14,UG,GB,04030108,50,2,COLDWATER,Cold,200210007,45.59697,-88.32612
6655,436170314,38,Marinette,632900,Chemical Creek,NE,GB14,UG,GB,04030108,50,2,COOL-WARM HEADWATER,Cool-Warm,200173216,45.6279683,-88.3502356
5751,431072242,35,Lincoln,1475800,Pine River,NO,CW29,HW,CW,07070002,51,NA,COOL-WARM MAINSTEM,Cool,600029402,45.1553304,-89.5971833
37204358,432093111,34,Langlade,1475800,Pine River,NO,CW29,HW,CW,07070002,51,3,COOL-WARM HEADWATER,Cool-Warm,200153006,45.218685,-89.40411
26118105,NA,35,Lincoln,1475800,Pine River,NO,CW29,HW,CW,07070002,51,4,COOL-WARM MAINSTEM,Cool,"600029402, 200151445",45.194145,-89.51458
19327002,NA,34,Langlade,1476800,North Branch Pine River,NO,CW29,HW,CW,07070002,51,2,COOL-WARM HEADWATER,Cool-Warm,200156571,45.29258,-89.41158
19327098,NA,35,Lincoln,1476800,North Branch Pine River,NO,CW29,HW,CW,07070002,51,3,COOL-WARM HEADWATER,Cool-Warm,200151654,45.193752,-89.505516
101346,432090412,34,Langlade,1478600,McCloud Creek,NO,CW29,HW,CW,07070002,51,"3, 3",COOL-WARM HEADWATER,Cool-Warm,200156407,45.29096,-89.373215
37193119,432093011,34,Langlade,1478600,McCloud Creek,NO,CW29,HW,CW,07070002,51,3,COOL-WARM HEADWATER,Cool-Warm,200153724,45.233124,-89.40713
37723239,432092144,34,Langlade,1479500,Lloyd Creek,NO,CW29,HW,CW,07070002,51,3,COOL-COLD HEADWATER,Cool-Cold,200154055,45.23258,-89.36773
37193987,431081041,35,Lincoln,1477500,Little Oxbo Creek,NO,CW29,HW,CW,07070002,51,2,COOL-WARM HEADWATER,Cool-Warm,200150818,45.181377,-89.46783
37723176,409170613,14,Dodge,5033263,Unnamed,SC,UR10,UR,UR,07090001,53,1,MACROINVERTEBRATE,Cool-Warm,200034311,43.27919,-88.527824
37723149,411162844,14,Dodge,858600,Wildcat Creek,SC,UR08,UR,UR,07090001,53,4,COOL-COLD MAINSTEM,Cool-Cold,200038820,43.385593,-88.58189
150948,439060942,44,Oneida,1515800,Tomahawk River,NO,UW38,HW,UW,07070001,50,"3, 3",WARM MAINSTEM,Warm,600088896,45.8829,-89.7425
37193797,442062423,64,Vilas,2324400,Manitowish River,NO,UC16,UC,UC,07050002,50,4,COOL-WARM MAINSTEM,Cool,"200191726, 600006248",46.109467,-89.697624
37199437,432080812,35,Lincoln,1484000,Big Hay Meadow Creek,NO,UW30,HW,UW,07070002,51,3,COOL-WARM MAINSTEM,Cool-Warm,200209656,45.278996,-89.51662
37193638,433063333,35,Lincoln,1502000,Ripley Creek,NO,UW30,HW,UW,07070002,50,1,COOL-WARM HEADWATER,Cool-Warm,200156779,45.296246,-89.75399
37193456,436043233,44,Oneida,1553900,Meadow Brook,NO,UW35,HW,UW,07070001,50,1,COOL-WARM HEADWATER,Cool-Warm,200170417,45.55789,-90.02238
37193935,431131314,34,Langlade,357400,Evergreen River,NO,WR18,HW,WR,04030202,50,2,COLDWATER,Cold,200209914,45.170628,-88.80519
35527795,417110813,39,Marquette,148500,White River,NE,UF08,UF,UF,04030201,51,3,COOL-WARM MAINSTEM,Cool,"200064866, 600091140",43.963528,-89.21808
13486,418113232,70,Waushara,148500,White River,NE,UF08,UF,UF,04030201,51,3,COOL-COLD MAINSTEM,Cool,"600058961, 200066166, 600069836",43.9870967,-89.2285854
8310,436090932,44,Oneida,1567800,Pelican River,NO,UW40,HW,UW,07070001,50,NA,COOL-WARM MAINSTEM,Cool,600018802,45.619175,-89.38639
11617,NA,64,Vilas,1179900,Wisconsin River,NO,UW45,HW,UW,07070001,50,4,COOL-WARM MAINSTEM,Cool,"200185347, 600008912, 600013957",45.942055,-89.2618
8112786,434040334,35,Lincoln,1506500,Spirit River,NO,UW34,HW,UW,07070001,50,4,COOL-WARM MAINSTEM,Cool,600083814,45.45583,-89.97278
5748,NA,35,Lincoln,1481200,Prairie River,NO,UW30,HW,UW,07070002,51,4,COOL-WARM MAINSTEM,Cool,"600081959, 200152276, 600089677",45.193462,-89.67825
102269,433132743,34,Langlade,370900,Lily River,NO,WR19,HW,WR,04030202,50,"5, 5",COOL-WARM MAINSTEM,Cool,"200157707, 600025417",45.307625,-88.85445
18611035,NA,31,Kewaunee,91600,Casco Creek,NE,TK03,LK,TK,04030102,53,2,COOL-WARM HEADWATER,Cool-Warm,200114093,44.58387,-87.60192
5185,424241921,31,Kewaunee,91600,Casco Creek,NE,TK03,LK,TK,04030102,53,3,COOL-WARM HEADWATER,Cool-Warm,200212388,44.5450568,-87.6355325
30873094,NA,36,Manitowoc,84300,Jambo Creek,NE,TK02,LK,TK,04030101,53,4,WARM HEADWATER,Warm,200088058,44.262196,-87.68132
6051,417230422,36,Manitowoc,66000,Point Creek,NE,MA01,LK,MA,04030101,53,3,COOL-WARM HEADWATER,Cool-Warm,200066769,43.9791877,-87.7590465
6052,417230441,36,Manitowoc,66000,Point Creek,NE,MA01,LK,MA,04030101,53,3,COOL-WARM HEADWATER,Cool-Warm,200066264,43.9702963,-87.7416621
6084,417230342,36,Manitowoc,66000,Point Creek,NE,MA01,LK,MA,04030101,53,3,WARM HEADWATER,Warm,200066068,43.9692156,-87.7314021
37598443,417231641,36,Manitowoc,65800,Fischer Creek,NE,MA01,LK,MA,04030101,53,2,COOL-COLD HEADWATER,Cool-Cold,200064729,43.941113,-87.74216
37598081,417231544,36,Manitowoc,65800,Fischer Creek,NE,MA01,LK,MA,04030101,53,3,COOL-COLD HEADWATER,Cool-Cold,200064624,43.937252,-87.72307
34992195,426010443,10,Clark,1352800,Yellow River,WC,CW05,CW,CW,07070003,51,3,COOL-COLD HEADWATER,Cool-Cold,200123365,44.75644,-90.38745
35025907,223091231,62,Trempealeau,1785900,Unnamed,WC,BT03,BT,BT,07040005,52,1,COOL-COLD HEADWATER,Cool-Cold,200105866,44.484093,-91.420784
35043750,223102122,6,Buffalo,1817900,Unnamed,WC,BT07,BT,BT,07040003,52,2,COOL-COLD HEADWATER,Cool-Cold,200104575,44.461926,-91.6075
35009637,225103044,18,Eau Claire,1821600,Unnamed,WC,BT07,BT,BT,07040003,52,2,COOL-WARM HEADWATER,Cool-Warm,200114676,44.61212,-91.63176
34995830,228111322,17,Dunn,2121700,Unnamed,WC,LC13,LC,LC,07050005,51,3,COLDWATER,Cold,200134315,44.913628,-91.67045
34995740,228013424,10,Clark,1751400,Nelson Creek,WC,BR10,BT,BR,07040007,51,1,MACROINVERTEBRATE,Cool-Cold,200130584,44.86515,-90.48576
36969620,228121323,17,Dunn,2118600,Unnamed,WC,LC13,LC,LC,07050005,51,3,COOL-COLD HEADWATER,Cool-Cold,200134896,44.910263,-91.793274
103653,226181632,48,Pierce,2447000,Trimbelle River,WC,LC23,LC,LC,07040001,52,4,COLDWATER,Cold,200124605,44.73636,-92.57724
26064150,NA,9,Chippewa,2169000,McCann Creek,WC,LC21,LC,LC,07050005,51,3,WARM MAINSTEM,Warm,200150131,45.142174,-91.44383
103885,422013512,27,Jackson,1734100,Indian Creek,WC,BR07,BT,BR,07040007,51,4,WARM MAINSTEM,Warm,200094508,44.35123,-90.34296
51021,223010332,10,Clark,1748100,Hay Meadow Creek,WC,BR09,BT,BR,07040007,51,3,COOL-WARM HEADWATER,Cool-Warm,200212270,44.4999669,-90.4961178
37195928,231051743,9,Chippewa,2157700,Hay Creek,WC,LC19,LC,LC,07050005,50,2,COOL-WARM HEADWATER,Cool-Warm,200149929,45.162754,-91.01383
35010239,223041824,27,Jackson,1710600,Halls Creek,WC,BR06,BT,BR,07040007,52,3,COOL-COLD MAINSTEM,Cool-Cold,200105121,44.47586,-90.912964
3423,226141111,17,Dunn,2055000,Eau Galle River,WC,LC03,LC,LC,07050005,52,5,COOL-COLD MAINSTEM,Cool,"200211756, 600087586",44.756664,-92.039154
50505,229092412,9,Chippewa,2150600,Duncan Creek,WC,LC18,LC,LC,07050005,51,5,COOL-COLD MAINSTEM,Cool,"200138468, 600034218",44.986802,-91.4137457
37196112,232080933,9,Chippewa,2351200,Cedar Creek,WC,UC01,LC,UC,07050001,50,2,COOL-WARM HEADWATER,Cool-Warm,200155557,45.26382,-91.37355
37196003,232081831,9,Chippewa,2351200,Cedar Creek,WC,UC01,LC,UC,07050001,50,3,WARM MAINSTEM,Warm,200155613,45.254776,-91.41226
35043989,225080841,18,Eau Claire,2126800,Beaver Creek,WC,LC25,LC,LC,07050006,52,2,COOL-COLD HEADWATER,Cool-Cold,200117869,44.65774,-91.36969
100932,230182722,56,Saint Croix,2607900,Tenmile Creek,WC,SC02,SC,SC,07030005,47,3,COOL-COLD MAINSTEM,Cool-Cold,200145151,45.062687,-92.55752
104101,NA,17,Dunn,2064400,Irving Creek,WC,LC04,LC,LC,07050007,52,3,COLDWATER,Cold,200130882,44.851555,-92.017624
101231,226152934,48,Pierce,2051300,Plum Creek,WC,LC02,LC,LC,07050005,52,"3, 3",COLDWATER,Cold,200121572,44.69972,-92.229225
100678,223033134,27,Jackson,1726400,Vismal Creek,WC,BR06,BT,BR,07040007,51,"1, 1",COOL-COLD HEADWATER,Cool-Cold,200100629,44.422455,-90.79605
30772481,NA,62,Trempealeau,1777100,Turton Creek,WC,BT02,BT,BT,07040005,52,3,COOL-COLD MAINSTEM,Cool-Cold,200211512,44.25154,-91.49097
9658,212032411,63,Vernon,1182400,Kickapoo River,WC,LW05,LW,LW,07070006,52,5,LARGE RIVER,Warm,"200044139, 600088641",43.5061024,-90.6738362
150848,211063223,12,Crawford,1637000,Rush Creek,WC,BL01,BL,BL,07060001,52,"5, 5",COOL-COLD MAINSTEM,Cool-Cold,200038672,43.389503,-91.12691
150098,NA,12,Crawford,1183000,Pine Creek,WC,LW02,LW,LW,07070006,52,5,COOL-COLD MAINSTEM,Cool-Cold,200029562,43.1734,-90.89412
101156,209053614,12,Crawford,1183200,Citron Creek,WC,LW02,LW,LW,07070006,52,"3, 3",COOL-COLD MAINSTEM,Cool-Cold,200031431,43.21269,-90.90736
36726198,210033024,12,Crawford,1184800,Sand Creek,WC,LW02,LW,LW,07070006,52,2,COLDWATER,Cold,200035397,43.31642,-90.77894
36969318,215041241,42,Monroe,1658600,Unnamed,WC,BL05,BL,BL,07040006,52,2,COOL-COLD HEADWATER,Cool-Cold,200057841,43.790325,-90.79132
36969257,416011732,42,Monroe,1308000,Unnamed,WC,LW29,CW,LW,07070003,52,2,COOL-COLD HEADWATER,Cool-Cold,200060711,43.864536,-90.40785
36669761,214070131,63,Vernon,5028030,Unnamed,WC,BL03,BL,BL,07060001,52,1,COLDWATER,Cold,200054361,43.71467,-91.16359
37199368,213050543,63,Vernon,5029047,Unnamed,WC,BL02,BL,BL,07060001,52,1,COLDWATER,Cold,200050418,43.627487,-90.99583
5973,417231534,36,Manitowoc,65800,Fischer Creek,NE,MA01,LK,MA,04030101,53,3,COOL-WARM HEADWATER,Cool-Warm,200064730,43.9365531,-87.7315318
8534,422162012,45,Outagamie,316000,Bear Creek,NE,WR12,WR,WR,04030202,51,4,COOL-WARM MAINSTEM,Cool-Warm,200096826,44.37116,-88.58467
8447,423161631,45,Outagamie,316800,Shioc River,NE,WR13,WR,WR,04030202,51,NA,WARM MAINSTEM,WARM,600084774,44.463886,-88.56733
2948,429271544,15,Door,98200,Hibbard Creek,NE,TK06,LK,TK,04030102,51,2,COOL-WARM HEADWATER,Cool-Warm,200140316,44.9856982,-87.1923432
51025,427232614,15,Door,100500,Sugar Creek,NE,TK07,LK,TK,04030102,51,NA,COOL-WARM HEADWATER,Cool,NA,44.788302,-87.660484
29612119,NA,1,Adams,1342800,White Creek,WC,LW25,CW,LW,07070003,51,4,COOL-COLD MAINSTEM,Cool-Cold,200210544,43.81412,-89.8926
101302,426101621,37,Marathon,272400,Little Wolf River,WC,WR07,WR,WR,04030202,51,"2, 2",COOL-WARM HEADWATER,Cool-Warm,200212395,44.73888,-89.298035
36968793,427022444,37,Marathon,1423100,Carlson Creek,WC,CW14,CW,CW,07070002,51,2,COLDWATER,Cold,200127098,44.800503,-90.20258
36968969,430091831,37,Marathon,1471900,Unnamed,WC,CW27,CW,CW,07070002,51,2,COOL-COLD HEADWATER,Cool-Cold,200144371,45.080452,-89.45834
101104,217051043,32,La Crosse,1653600,Burns Creek,WC,BL05,NA,BL,07040006,52,3,COOL-COLD MAINSTEM,Cool-Cold,200064903,43.9604519,-90.9603633
150740,219042421,42,Monroe,1694300,Dustin Creek,WC,BR03,BT,BR,07040007,52,"3, 3",COOL-COLD HEADWATER,Cool-Cold,200074437,44.111412,-90.80689
37197687,221071823,62,Trempealeau,1799300,Unnamed,WC,BT02,BT,BT,07040005,52,3,COOL-COLD HEADWATER,Cool-Cold,200090751,44.298325,-91.28725
29566769,NA,62,Trempealeau,1799300,Unnamed,WC,BT02,BT,BT,07040005,52,2,COOL-COLD HEADWATER,Cool-Cold,200089164,44.29589,-91.30733
50896,221070742,62,Trempealeau,1799300,Unnamed,WC,BT02,BT,BT,07040005,52,3,COOL-COLD HEADWATER,Cool-Cold,200090751,44.3119024,-91.2735197
37220425,221111322,6,Buffalo,1811500,Unnamed,WC,BT06,BT,BT,07040003,52,2,COOL-COLD HEADWATER,Cool-Cold,200090403,44.30457,-91.66945
37197674,221092612,62,Trempealeau,1778600,North Creek,WC,BT02,BT,BT,07040005,52,3,COOL-COLD MAINSTEM,Cool-Cold,200087714,44.27372,-91.43285
50723,221092723,62,Trempealeau,1778600,North Creek,WC,BT02,BT,BT,07040005,52,3,COOL-COLD MAINSTEM,Cool-Cold,200087547,44.2689704,-91.4633262
37197633,221081914,62,Trempealeau,1778600,North Creek,WC,BT02,BT,BT,07040005,52,3,COOL-COLD HEADWATER,Cool-Cold,200088332,44.284935,-91.38857
29567143,NA,62,Trempealeau,1777400,Unnamed,WC,BT02,BT,BT,07040005,52,1,COOL-COLD HEADWATER,Cool-Cold,200087201,44.26184,-91.38549
37197616,221083124,62,Trempealeau,1777400,Unnamed,WC,BT02,BT,BT,07040005,52,2,COOL-COLD HEADWATER,Cool-Cold,200086196,44.254665,-91.40181
51374,220090321,62,Trempealeau,1777400,Unnamed,WC,BT02,BT,BT,07040005,52,2,COOL-COLD MAINSTEM,Cool-Cold,200085340,44.2463782,-91.4423197
151582,231093643,9,Chippewa,2169000,McCann Creek,WC,LC21,LC,LC,07050005,51,"3, 3",WARM MAINSTEM,Warm,200147308,45.12045,-91.42894
26064163,NA,9,Chippewa,2169000,McCann Creek,WC,LC21,LC,LC,07050005,51,3,WARM MAINSTEM,Warm,200145363,45.08964,-91.404976
37197004,221112411,6,Buffalo,1811400,Unnamed,WC,BT06,BT,BT,07040003,52,3,COOL-COLD HEADWATER,Cool-Cold,200088832,44.28871,-91.65484
153704,221111442,6,Buffalo,1811500,Unnamed,WC,BT06,BT,BT,07040003,52,NA,COOL-COLD MAINSTEM,Cool,NA,44.2956,-91.67956
37196789,225062812,18,Eau Claire,2131400,Diamond Valley Creek,WC,LC14,LC,LC,07050006,52,3,COOL-COLD HEADWATER,Cool-Cold,200115317,44.625305,-91.11333
37196574,225060911,18,Eau Claire,2131400,Diamond Valley Creek,WC,LC14,LC,LC,07050006,51,3,COOL-COLD HEADWATER,Cool-Cold,200118872,44.667908,-91.105194
34978736,226051813,18,Eau Claire,2134900,Whippoorwill Creek,WC,LC15,LC,LC,07050006,51,2,COOL-WARM HEADWATER,Cool-Warm,200123598,44.73503,-91.033035
102458,228052624,9,Chippewa,2146100,Swim Creek,WC,LC17,LC,LC,07050006,51,3,COLDWATER,Cold,200132030,44.87928,-90.95604
34990333,228042414,10,Clark,2148500,Sterling Creek,WC,LC17,LC,LC,07050006,51,2,COOL-COLD HEADWATER,Cool-Cold,200133058,44.89651,-90.80048
102292,228042522,10,Clark,2148500,Sterling Creek,WC,LC17,LC,LC,07050006,51,"3, 3",COLDWATER,Cold,200132066,44.885807,-90.820435
34978237,227053441,18,Eau Claire,2145600,Shambaugh Creek,WC,LC17,LC,LC,07050006,51,2,COOL-WARM HEADWATER,Cool-Warm,200125677,44.777214,-90.96712
34978844,227051044,18,Eau Claire,2145900,Loper Creek,WC,LC17,LC,LC,07050006,51,1,COOL-WARM HEADWATER,Cool-Warm,200129740,44.82861,-90.965576
34977746,226050631,18,Eau Claire,2134800,Hathaway Creek,WC,LC15,LC,LC,07050006,51,2,COOL-WARM HEADWATER,Cool-Warm,200125000,44.76243,-91.03665
103709,226061214,18,Eau Claire,2134800,Hathaway Creek,WC,LC15,LC,LC,07050006,51,3,COOL-COLD HEADWATER,Cool-Cold,200123699,44.74926,-91.048134
34978134,226051923,18,Eau Claire,2135000,Coon Gut Creek,WC,LC15,LC,LC,07050006,51,2,COOL-WARM HEADWATER,Cool-Warm,200122265,44.72347,-91.04247
34981289,226051011,18,Eau Claire,2145500,Beeman Creek,WC,LC17,LC,LC,07050006,51,3,COOL-WARM HEADWATER,Cool-Warm,200124108,44.75372,-90.96295
102403,226050123,18,Eau Claire,2145500,Beeman Creek,WC,LC17,LC,LC,07050006,51,2,COOL-WARM HEADWATER,Cool-Warm,200124671,44.76416,-90.94139
30772493,NA,17,Dunn,2120800,Elk Creek,WC,LC13,LC,LC,07050005,51,4,COOL-COLD MAINSTEM,Cool,"600038362, 200127164",44.783264,-91.66639
103702,227062743,18,Eau Claire,2133300,Hay Creek,WC,LC15,LC,LC,07050006,51,"3, 3",COOL-COLD MAINSTEM,Cool-Cold,200126231,44.78564,-91.09165
3452,NA,17,Dunn,2066000,Wilson Creek,WC,LC04,LC,LC,07050007,52,5,COOL-COLD MAINSTEM,Cool-Cold,200134982,44.918167,-91.96546
35125127,242090231,58,Sawyer,2689800,Totagatic River,NO,SC20,SC,SC,07030002,50,3,COOL-WARM MAINSTEM,Cool-Warm,200193315,46.146652,-91.4601
35125049,243113623,16,Douglas,2689800,Totagatic River,NO,SC20,SC,SC,07030002,50,3,COOL-WARM MAINSTEM,Cool,"600082769, 200193604",46.16666,-91.69462
35124978,242120244,66,Washburn,2689800,Totagatic River,NO,SC20,SC,SC,07030002,50,5,COOL-WARM MAINSTEM,Cool,"200193165, 600082769",46.146347,-91.82263
35120223,247152922,16,Douglas,2843400,South Fork Nemadji River,NO,LS02,LS,LS,04010301,50,NA,COOL-WARM MAINSTEM,Cool,600001078,46.53099,-92.28173
33541133,214030733,63,Vernon,5027972,Unnamed,WC,LW04,LW,LW,07070006,52,2,COLDWATER,Cold,200053561,43.69988,-90.78772
21992874,NA,63,Vernon,1187900,West Fork Kickapoo River,WC,LW04,LW,LW,07070006,52,3,COLDWATER,Cold,200053521,43.69872,-90.7881
102090,214030733,63,Vernon,1187900,West Fork Kickapoo River,WC,LW04,LW,LW,07070006,52,"3, 2",COOL-COLD HEADWATER,Cool-Cold,200053683,43.699646,-90.78742
10115987,214033022,63,Vernon,1187900,West Fork Kickapoo River,WC,LW04,LW,LW,07070006,52,3,COOL-COLD MAINSTEM,Cool-Cold,200052254,43.6653768,-90.7897701
11930765,NA,20,Fond du Lac,136200,Unnamed,NE,UF03,UF,UF,04030203,53,1,COOL-COLD HEADWATER,Cool-Cold,200053546,43.691658,-88.46444
34945126,NA,NA,NA,"2940600, 2940300","Montreal River, Superior Falls Flowage",NA,NA,NA,NA,04010302,NA,5,NA,NA,"600090284, 200203106",46.5645994,-90.4163334
32163717,241132934,66,Washburn,2706200,McKenzie Creek,NO,SC19,SC,SC,07030002,50,2,COOL-WARM MAINSTEM,Cool-Warm,200189224,46.000835,-92.019424
18967571,NA,7,Burnett,2662100,Montgomery Creek,NO,SC13,SC,SC,07030001,51,2,COLDWATER,Cold,200178475,45.74035,-92.082985
25483265,NA,7,Burnett,2659500,Spring Brook,NO,SC13,SC,SC,07030001,51,3,COLDWATER,Cold,200177412,45.717815,-92.134285
29562420,NA,3,Barron,2099500,Hickey Creek,NO,LC09,UC,LC,07050007,51,3,COLDWATER,Cold,200169301,45.53769,-91.8633
103135,240183042,NA,NA,2601400,Saint Croix River,NO,NA,NA,NA,07030001,50,6,NA,NA,"600091259, 200186805",45.9242515,-92.6407117
19387331,238202522,NA,NA,2601400,Saint Croix River,NO,NA,NA,NA,07030005,NA,6,NA,NA,"600091259, 200179996",45.7565139,-92.7936066
1451,242141633,7,Burnett,2601400,Saint Croix River,NO,SC17,SC,SC,07030001,50,NA,LARGE RIVER,WARM,600091259,46.1166459,-92.1313592
103694,NA,3,Barron,2087300,Upper Pine Creek,NO,LC07,UC,LC,07050007,51,3,COOL-COLD HEADWATER,Cool-Cold,200157035,45.28812,-91.85985
29567244,NA,3,Barron,2075700,Unnamed,NO,LC06,UC,LC,07050007,51,3,COOL-COLD HEADWATER,Cool-Cold,200155083,45.237175,-92.10807
31830847,NA,17,Dunn,2068600,Hay River,WC,LC05,LC,LC,07050007,51,5,COOL-WARM MAINSTEM,Cool,"600090935, 200211129",45.18968,-92.00421
103593,NA,3,Barron,2096100,Yellow River,NO,LC09,UC,LC,07050007,51,5,COOL-WARM MAINSTEM,Cool,"200161296, 600023648",45.36566,-91.787056
34808717,441061413,64,Vilas,2329500,Trout River,NO,UC16,UC,UC,07050002,50,3,WARM MAINSTEM,Warm,200189506,46.03521,-89.706024
11991,441061724,64,Vilas,2329500,Trout River,NO,UC16,UC,UC,07050002,50,3,WARM MAINSTEM,Warm,"600007844, 600011392",46.033997,-89.77252
34808689,442060912,64,Vilas,2334500,Rice Creek,NO,UC16,UC,UC,07050002,50,3,WARM MAINSTEM,Warm,200192513,46.14005,-89.748344
11784,442062421,64,Vilas,2324400,Manitowish River,NO,UC16,UC,UC,07050002,50,4,COOL-WARM MAINSTEM,Cool,"200191732, 600082857",46.111504,-89.6911084
4644,442041121,26,Iron,2324400,Manitowish River,NO,UC16,UC,UC,07050002,50,4,WARM MAINSTEM,Warm,200192507,46.140194,-89.960686
34808702,442050714,64,Vilas,2324400,Manitowish River,NO,UC16,UC,UC,07050002,50,NA,WARM MAINSTEM,Warm,600005702,46.13556,-89.91019
4645,442043213,26,Iron,2315200,Bear River,NO,UC15,UC,UC,07050002,50,NA,COOL-WARM MAINSTEM,Cool,600006883,46.0774736,-90.0168392
102146,232130321,3,Barron,2080100,Doritty Creek,NO,LC05,UC,LC,07050007,51,3,COLDWATER,Cold,200157434,45.29171,-91.96388
102095,NA,3,Barron,2078500,Jones Creek,NO,LC05,UC,LC,07050007,51,2,COOL-COLD HEADWATER,Cool-Cold,200156495,45.273605,-92.033745
32140576,234103021,3,Barron,2094900,German Creek,NO,LC08,UC,LC,07050007,50,3,COLDWATER,Cold,200163353,45.40593,-91.65543
31838576,NA,49,Polk,2635200,Wolf Creek,NO,SC09,SC,SC,07030005,50,3,COOL-WARM MAINSTEM,Cool-Warm,200170762,45.55636,-92.723015
32141885,234180742,49,Polk,2634500,Big Rock Creek,NO,SC09,SC,SC,07030005,51,3,COLDWATER,Cold,200165559,45.446445,-92.64002
9969,235071744,55,Rusk,2369600,Becky Creek,NO,UC17,UC,UC,07050001,50,3,COOL-COLD HEADWATER,Cool-Cold,200166910,45.5086129,-91.2608594
32140564,235103514,3,Barron,2095000,Rock Creek,NO,LC08,UC,LC,07050007,50,2,COLDWATER,Cold,200166214,45.47303,-91.56167
